#YY,MM,DD,hh,mm,WDIR,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2022,2,18,19,36,360,1,2.1,MM,MM,MM,MM,1017.5,24.8,25,MM,MM,MM,MM
2022,2,18,19,30,160,1,2.1,MM,MM,MM,MM,1017.5,25,25,MM,MM,MM,MM
2022,2,18,19,24,340,1,2.6,MM,MM,MM,MM,1017.4,24.4,25,MM,MM,MM,MM
2022,2,18,19,18,50,1,2.6,MM,MM,MM,MM,1017.4,24.6,25,MM,MM,MM,MM
2022,2,18,19,12,120,1.5,2.6,MM,MM,MM,MM,1017.5,24.7,25,MM,MM,MM,MM
2022,2,18,19,6,80,0.5,1.5,MM,MM,MM,MM,1017.4,24.6,25,MM,MM,MM,MM
2022,2,18,19,0,MM,0,1,MM,MM,MM,MM,1017.4,24.5,25,MM,MM,0.9,MM
2022,2,18,18,54,MM,0,0.5,MM,MM,MM,MM,1017.3,24.4,25,MM,MM,MM,MM
2022,2,18,18,48,MM,0,0.5,MM,MM,MM,MM,1017.3,24.1,25,MM,MM,MM,MM
2022,2,18,18,42,330,1,1,MM,MM,MM,MM,1017.3,23.6,25,MM,MM,MM,MM
2022,2,18,18,36,330,1.5,1.5,MM,MM,MM,MM,1017.2,23.5,25,MM,MM,MM,MM
2022,2,18,18,30,290,1,1,MM,MM,MM,MM,1017.2,23.6,25,MM,MM,MM,MM
2022,2,18,18,24,290,1,1.5,MM,MM,MM,MM,1017.2,23.6,25.1,MM,MM,MM,MM
2022,2,18,18,18,290,0.5,1,MM,MM,MM,MM,1017.2,23.5,25.1,MM,MM,MM,MM
2022,2,18,18,12,MM,0,0.5,MM,MM,MM,MM,1017.2,23.8,25.1,MM,MM,MM,MM
2022,2,18,18,6,MM,0,0.5,MM,MM,MM,MM,1017.1,23.6,25.1,MM,MM,MM,MM
2022,2,18,18,0,MM,0,0.5,MM,MM,MM,MM,1017.2,23.5,25,MM,MM,0.9,MM
2022,2,18,17,54,MM,0,1,MM,MM,MM,MM,1017.2,23.6,25.1,MM,MM,MM,MM
2022,2,18,17,48,120,0.5,1,MM,MM,MM,MM,1017.2,23.1,25.1,MM,MM,MM,MM
2022,2,18,17,42,MM,0,0.5,MM,MM,MM,MM,1017.1,22.8,25,MM,MM,MM,MM
2022,2,18,17,36,MM,0,0.5,MM,MM,MM,MM,1017.1,22.4,25,MM,MM,MM,MM
2022,2,18,17,30,170,1,1,MM,MM,MM,MM,1017.1,22.4,25,MM,MM,MM,MM
2022,2,18,17,24,160,1,1.5,MM,MM,MM,MM,1017.1,22.1,25.1,MM,MM,MM,MM
2022,2,18,17,18,MM,0,1,MM,MM,MM,MM,1017.1,22.3,25.1,MM,MM,MM,MM
2022,2,18,17,12,20,0.5,2.6,MM,MM,MM,MM,1017,22.5,25.1,MM,MM,MM,MM
2022,2,18,17,6,10,1.5,2.1,MM,MM,MM,MM,1017,22.5,25.1,MM,MM,MM,MM
2022,2,18,17,0,340,0.5,1.5,MM,MM,MM,MM,1016.9,22.2,25.1,MM,MM,0.7,MM
2022,2,18,16,54,10,0.5,1,MM,MM,MM,MM,1016.8,22,25.1,MM,MM,MM,MM
2022,2,18,16,48,10,1,1,MM,MM,MM,MM,1016.8,22.1,25.1,MM,MM,MM,MM
2022,2,18,16,42,20,0.5,1,MM,MM,MM,MM,1016.8,21.9,25.1,MM,MM,MM,MM
2022,2,18,16,36,MM,0,0.5,MM,MM,MM,MM,1016.7,21.8,25.1,MM,MM,MM,MM
2022,2,18,16,30,MM,0,1,MM,MM,MM,MM,1016.7,22,25.2,MM,MM,MM,MM
2022,2,18,16,24,130,0.5,1.5,MM,MM,MM,MM,1016.7,22.1,25.2,MM,MM,MM,MM
2022,2,18,16,18,150,0.5,1,MM,MM,MM,MM,1016.6,22.3,25.2,MM,MM,MM,MM
2022,2,18,16,12,20,0.5,1,MM,MM,MM,MM,1016.5,22.3,25.2,MM,MM,MM,MM
2022,2,18,16,6,MM,0,1.5,MM,MM,MM,MM,1016.5,22.4,25.2,MM,MM,MM,MM
2022,2,18,16,0,30,0.5,1,MM,MM,MM,MM,1016.5,22.4,25.2,MM,MM,0,MM
2022,2,18,15,54,90,0.5,1,MM,MM,MM,MM,1016.4,22.2,25.2,MM,MM,MM,MM
2022,2,18,15,48,110,1,1,MM,MM,MM,MM,1016.4,22,25.2,MM,MM,MM,MM
2022,2,18,15,42,110,0.5,1,MM,MM,MM,MM,1016.4,21.7,25.2,MM,MM,MM,MM
2022,2,18,15,36,MM,0,1,MM,MM,MM,MM,1016.3,22,25.2,MM,MM,MM,MM
2022,2,18,15,30,MM,0,0.5,MM,MM,MM,MM,1016.3,21.9,25.2,MM,MM,MM,MM
2022,2,18,15,24,MM,0,0.5,MM,MM,MM,MM,1016.3,22,25.2,MM,MM,MM,MM
2022,2,18,15,18,MM,0,1,MM,MM,MM,MM,1016.3,21.8,25.2,MM,MM,MM,MM
2022,2,18,15,12,110,1,1,MM,MM,MM,MM,1016.3,21.9,25.2,MM,MM,MM,MM
2022,2,18,15,6,180,1,1,MM,MM,MM,MM,1016.2,22.2,25.2,MM,MM,MM,MM
2022,2,18,15,0,170,1,1,MM,MM,MM,MM,1016.3,22,25.2,MM,MM,-0.4,MM
2022,2,18,14,54,MM,0,0.5,MM,MM,MM,MM,1016.2,22,25.2,MM,MM,MM,MM
2022,2,18,14,48,MM,0,1,MM,MM,MM,MM,1016.2,22.1,25.2,MM,MM,MM,MM
2022,2,18,14,42,340,0.5,2.6,MM,MM,MM,MM,1016.2,22.2,25.2,MM,MM,MM,MM
2022,2,18,14,36,360,1,1,MM,MM,MM,MM,1016.3,21.9,25.2,MM,MM,MM,MM
2022,2,18,14,30,60,0.5,1,MM,MM,MM,MM,1016.3,21.9,25.2,MM,MM,MM,MM
2022,2,18,14,24,30,0.5,1,MM,MM,MM,MM,1016.3,21.9,25.2,MM,MM,MM,MM
2022,2,18,14,18,40,1,1,MM,MM,MM,MM,1016.2,21.7,25.2,MM,MM,MM,MM
2022,2,18,14,12,120,0.5,1.5,MM,MM,MM,MM,1016.2,21.8,25.2,MM,MM,MM,MM
2022,2,18,14,6,120,1,1.5,MM,MM,MM,MM,1016.2,21.7,25.2,MM,MM,MM,MM
2022,2,18,14,0,MM,0,1,MM,MM,MM,MM,1016.2,22,25.2,MM,MM,-1.3,MM
2022,2,18,13,54,MM,0,1,MM,MM,MM,MM,1016.3,22,25.2,MM,MM,MM,MM
2022,2,18,13,48,140,0.5,1.5,MM,MM,MM,MM,1016.4,22.2,25.2,MM,MM,MM,MM
2022,2,18,13,42,MM,0,1.5,MM,MM,MM,MM,1016.4,22.2,25.2,MM,MM,MM,MM
2022,2,18,13,36,340,1,1.5,MM,MM,MM,MM,1016.3,22,25.2,MM,MM,MM,MM
2022,2,18,13,30,20,0.5,1.5,MM,MM,MM,MM,1016.4,21.9,25.2,MM,MM,MM,MM
2022,2,18,13,24,60,0.5,1,MM,MM,MM,MM,1016.4,21.8,25.2,MM,MM,MM,MM
2022,2,18,13,18,MM,0,2.6,MM,MM,MM,MM,1016.4,21.9,25.2,MM,MM,MM,MM
2022,2,18,13,12,70,2.1,4.1,MM,MM,MM,MM,1016.5,21.9,25.2,MM,MM,MM,MM
2022,2,18,13,6,80,1,1.5,MM,MM,MM,MM,1016.5,22.3,25.2,MM,MM,MM,MM
2022,2,18,13,0,10,0.5,0.5,MM,MM,MM,MM,1016.5,22.2,25.2,MM,MM,-1.6,MM
2022,2,18,12,54,30,1,1.5,MM,MM,MM,MM,1016.6,22,25.2,MM,MM,MM,MM
2022,2,18,12,48,100,0.5,2.1,MM,MM,MM,MM,1016.6,22.1,25.2,MM,MM,MM,MM
2022,2,18,12,42,80,1,2.6,MM,MM,MM,MM,1016.8,22.3,25.1,MM,MM,MM,MM
2022,2,18,12,36,110,1.5,2.6,MM,MM,MM,MM,1016.8,22.6,25.1,MM,MM,MM,MM
2022,2,18,12,30,100,0.5,1.5,MM,MM,MM,MM,1016.7,22.9,25.1,MM,MM,MM,MM
2022,2,18,12,24,50,0.5,1,MM,MM,MM,MM,1016.7,23.1,25.2,MM,MM,MM,MM
2022,2,18,12,18,30,1,1.5,MM,MM,MM,MM,1016.7,23.1,25.1,MM,MM,MM,MM
2022,2,18,12,12,120,1,1.5,MM,MM,MM,MM,1016.7,23,25.1,MM,MM,MM,MM
2022,2,18,12,6,20,1.5,2.1,MM,MM,MM,MM,1016.7,23.2,25.1,MM,MM,MM,MM
2022,2,18,12,0,100,2.1,2.6,MM,MM,MM,MM,1016.7,23.3,25.1,MM,MM,-1.6,MM
2022,2,18,11,54,70,1.5,2.6,MM,MM,MM,MM,1016.8,23.2,25.1,MM,MM,MM,MM
2022,2,18,11,48,40,1.5,2.6,MM,MM,MM,MM,1016.9,23.2,25.1,MM,MM,MM,MM
2022,2,18,11,42,60,1,4.1,MM,MM,MM,MM,1017,23.2,25.1,MM,MM,MM,MM
2022,2,18,11,36,40,1,1.5,MM,MM,MM,MM,1017.1,22.8,25.1,MM,MM,MM,MM
2022,2,18,11,30,80,1,2.6,MM,MM,MM,MM,1017.2,23,25.1,MM,MM,MM,MM
2022,2,18,11,24,70,2.6,3.1,MM,MM,MM,MM,1017.2,23.2,25.1,MM,MM,MM,MM
2022,2,18,11,18,10,2.1,4.6,MM,MM,MM,MM,1017.2,23.5,25.1,MM,MM,MM,MM
2022,2,18,11,12,50,3.1,5.7,MM,MM,MM,MM,1017.4,23.4,25.1,MM,MM,MM,MM
2022,2,18,11,6,20,0.5,1.5,MM,MM,MM,MM,1017.4,23.3,25.1,MM,MM,MM,MM
2022,2,18,11,0,30,1,2.1,MM,MM,MM,MM,1017.5,23.2,25.1,MM,MM,-1,MM
2022,2,18,10,54,70,1.5,2.6,MM,MM,MM,MM,1017.5,23.2,25.1,MM,MM,MM,MM
2022,2,18,10,48,360,2.1,3.1,MM,MM,MM,MM,1017.5,23.3,25.1,MM,MM,MM,MM
2022,2,18,10,42,MM,0,2.1,MM,MM,MM,MM,1017.6,23.3,25.1,MM,MM,MM,MM
2022,2,18,10,36,10,1,2.6,MM,MM,MM,MM,1017.6,23.5,25.1,MM,MM,MM,MM
2022,2,18,10,30,20,1,2.6,MM,MM,MM,MM,1017.6,23.3,25.1,MM,MM,MM,MM
2022,2,18,10,24,360,1.5,3.1,MM,MM,MM,MM,1017.6,23.3,25.1,MM,MM,MM,MM
2022,2,18,10,18,50,3.1,4.1,MM,MM,MM,MM,1017.8,23.3,25.1,MM,MM,MM,MM
2022,2,18,10,12,30,1,3.1,MM,MM,MM,MM,1017.9,23.5,25.1,MM,MM,MM,MM
2022,2,18,10,6,340,1.5,2.6,MM,MM,MM,MM,1018,23.6,25.1,MM,MM,MM,MM
2022,2,18,10,0,360,1.5,2.6,MM,MM,MM,MM,1018.1,23.6,25.1,MM,MM,0,MM
2022,2,18,9,54,50,1,1.5,MM,MM,MM,MM,1018.1,23.5,25.1,MM,MM,MM,MM
2022,2,18,9,48,30,1,1.5,MM,MM,MM,MM,1018.2,23.6,25.1,MM,MM,MM,MM
2022,2,18,9,42,MM,0,1.5,MM,MM,MM,MM,1018.2,23.4,25.1,MM,MM,MM,MM
2022,2,18,9,36,360,1.5,2.6,MM,MM,MM,MM,1018.3,23.4,25.1,MM,MM,MM,MM
2022,2,18,9,30,350,1.5,2.6,MM,MM,MM,MM,1018.4,23.3,25.1,MM,MM,MM,MM
2022,2,18,9,24,MM,0,1.5,MM,MM,MM,MM,1018.3,23.4,25.1,MM,MM,MM,MM
2022,2,18,9,18,340,1.5,2.6,MM,MM,MM,MM,1018.3,23.6,25.1,MM,MM,MM,MM
2022,2,18,9,12,330,1,2.1,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,9,6,MM,0,1,MM,MM,MM,MM,1018.4,23.8,25.1,MM,MM,MM,MM
2022,2,18,9,0,90,0.5,2.1,MM,MM,MM,MM,1018.3,23.9,25.1,MM,MM,0.7,MM
2022,2,18,8,54,70,1,2.6,MM,MM,MM,MM,1018.2,24,25.1,MM,MM,MM,MM
2022,2,18,8,48,70,1,2.6,MM,MM,MM,MM,1018.2,23.9,25.1,MM,MM,MM,MM
2022,2,18,8,42,100,0.5,2.1,MM,MM,MM,MM,1018.2,23.9,25.1,MM,MM,MM,MM
2022,2,18,8,36,110,0.5,2.1,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,30,110,1,2.1,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,24,360,0.5,2.1,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,18,250,0.5,1.5,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,12,350,1,2.1,MM,MM,MM,MM,1018.4,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,6,90,0.5,2.6,MM,MM,MM,MM,1018.4,23.8,25.1,MM,MM,MM,MM
2022,2,18,8,0,60,1,3.6,MM,MM,MM,MM,1018.5,23.8,25.1,MM,MM,1.7,MM
2022,2,18,7,54,110,2.1,3.1,MM,MM,MM,MM,1018.5,23.8,25.1,MM,MM,MM,MM
2022,2,18,7,48,30,1,2.6,MM,MM,MM,MM,1018.6,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,42,10,1.5,2.1,MM,MM,MM,MM,1018.4,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,36,50,1,3.6,MM,MM,MM,MM,1018.4,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,30,60,1,3.1,MM,MM,MM,MM,1018.3,23.6,25.1,MM,MM,MM,MM
2022,2,18,7,24,60,1.5,2.6,MM,MM,MM,MM,1018.3,23.8,25.1,MM,MM,MM,MM
2022,2,18,7,18,60,1,4.1,MM,MM,MM,MM,1018.3,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,12,50,2.6,3.6,MM,MM,MM,MM,1018.2,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,6,50,3.6,5.1,MM,MM,MM,MM,1018.2,23.9,25.1,MM,MM,MM,MM
2022,2,18,7,0,30,2.1,4.6,MM,MM,MM,MM,1018.2,23.9,25.1,MM,MM,2,MM
2022,2,18,6,54,50,3.6,5.7,MM,MM,MM,MM,1018.3,24,25.1,MM,MM,MM,MM
2022,2,18,6,48,40,2.1,3.6,MM,MM,MM,MM,1018.2,24.1,25.1,MM,MM,MM,MM
2022,2,18,6,42,30,1.5,4.1,MM,MM,MM,MM,1018,24,25.1,MM,MM,MM,MM
2022,2,18,6,36,40,1.5,3.6,MM,MM,MM,MM,1017.9,24,25.1,MM,MM,MM,MM
2022,2,18,6,30,50,1,4.1,MM,MM,MM,MM,1018,24,25.1,MM,MM,MM,MM
2022,2,18,6,24,360,1.5,2.1,MM,MM,MM,MM,1017.9,24.1,25.2,MM,MM,MM,MM
2022,2,18,6,18,40,2.1,3.6,MM,MM,MM,MM,1017.8,24,25.2,MM,MM,MM,MM
2022,2,18,6,12,MM,0,4.6,MM,MM,MM,MM,1017.8,24.2,25.2,MM,MM,MM,MM
2022,2,18,6,6,40,3.1,4.6,MM,MM,MM,MM,1017.6,24.3,25.2,MM,MM,MM,MM
2022,2,18,6,0,40,1.5,3.1,MM,MM,MM,MM,1017.6,24.3,25.2,MM,MM,1.8,MM
2022,2,18,5,54,50,2.1,5.1,MM,MM,MM,MM,1017.5,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,48,40,2.1,5.1,MM,MM,MM,MM,1017.5,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,42,40,2.1,3.6,MM,MM,MM,MM,1017.4,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,36,30,2.6,4.1,MM,MM,MM,MM,1017.3,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,30,40,2.6,5.1,MM,MM,MM,MM,1017.2,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,24,60,3.1,6.7,MM,MM,MM,MM,1017.1,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,18,40,2.6,4.6,MM,MM,MM,MM,1017,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,12,50,2.6,4.1,MM,MM,MM,MM,1016.9,24.3,25.2,MM,MM,MM,MM
2022,2,18,5,6,60,1,2.1,MM,MM,MM,MM,1016.9,24.2,25.2,MM,MM,MM,MM
2022,2,18,5,0,50,1,2.6,MM,MM,MM,MM,1016.8,24.4,25.2,MM,MM,0.9,MM
2022,2,18,4,54,60,2.1,4.1,MM,MM,MM,MM,1016.8,24.4,25.2,MM,MM,MM,MM
2022,2,18,4,48,30,2.6,4.1,MM,MM,MM,MM,1016.6,24.4,25.2,MM,MM,MM,MM
2022,2,18,4,42,60,2.1,4.1,MM,MM,MM,MM,1016.6,24.3,25.2,MM,MM,MM,MM
2022,2,18,4,36,40,2.1,4.1,MM,MM,MM,MM,1016.5,24.6,25.2,MM,MM,MM,MM
2022,2,18,4,30,60,2.1,4.6,MM,MM,MM,MM,1016.4,24.6,25.2,MM,MM,MM,MM
2022,2,18,4,24,50,2.6,5.7,MM,MM,MM,MM,1016.3,24.5,25.2,MM,MM,MM,MM
2022,2,18,4,18,50,2.6,5.7,MM,MM,MM,MM,1016.3,24.7,25.2,MM,MM,MM,MM
2022,2,18,4,12,30,1,4.6,MM,MM,MM,MM,1016.2,25,25.2,MM,MM,MM,MM
2022,2,18,4,6,50,3.6,5.1,MM,MM,MM,MM,1016.2,24.9,25.2,MM,MM,MM,MM
2022,2,18,4,0,60,2.6,3.6,MM,MM,MM,MM,1016.2,25,25.2,MM,MM,-0.3,MM
2022,2,18,3,54,50,2.1,5.1,MM,MM,MM,MM,1016.2,25.2,25.2,MM,MM,MM,MM
2022,2,18,3,48,70,2.1,4.1,MM,MM,MM,MM,1016.1,25.2,25.2,MM,MM,MM,MM
2022,2,18,3,42,60,2.6,3.6,MM,MM,MM,MM,1016.1,25.1,25.2,MM,MM,MM,MM
2022,2,18,3,36,60,1.5,5.7,MM,MM,MM,MM,1016,25.4,25.2,MM,MM,MM,MM
2022,2,18,3,30,60,3.1,5.1,MM,MM,MM,MM,1015.9,25.2,25.2,MM,MM,MM,MM
2022,2,18,3,24,110,4.1,8.2,MM,MM,MM,MM,1015.9,25.1,25.2,MM,MM,MM,MM
2022,2,18,3,18,100,2.6,7.2,MM,MM,MM,MM,1015.8,25.4,25.2,MM,MM,MM,MM
2022,2,18,3,12,90,1.5,4.1,MM,MM,MM,MM,1015.8,25.5,25.2,MM,MM,MM,MM
2022,2,18,3,6,60,3.6,6.2,MM,MM,MM,MM,1015.9,25.2,25.2,MM,MM,MM,MM
2022,2,18,3,0,100,3.1,5.7,MM,MM,MM,MM,1015.8,25.3,25.2,MM,MM,-1.3,MM
2022,2,18,2,54,60,2.6,6.7,MM,MM,MM,MM,1015.8,25.5,25.1,MM,MM,MM,MM
2022,2,18,2,48,70,1.5,4.6,MM,MM,MM,MM,1015.8,25.8,25.1,MM,MM,MM,MM
2022,2,18,2,42,50,2.6,4.6,MM,MM,MM,MM,1015.8,25.6,25.2,MM,MM,MM,MM
2022,2,18,2,36,60,1.5,5.7,MM,MM,MM,MM,1015.7,25.9,25.2,MM,MM,MM,MM
2022,2,18,2,30,80,3.1,6.7,MM,MM,MM,MM,1015.7,25.8,25.2,MM,MM,MM,MM
2022,2,18,2,24,90,2.6,6.2,MM,MM,MM,MM,1015.6,26,25.2,MM,MM,MM,MM
2022,2,18,2,18,130,2.1,4.6,MM,MM,MM,MM,1015.7,26,25.2,MM,MM,MM,MM
2022,2,18,2,12,50,3.6,8.2,MM,MM,MM,MM,1015.7,25.6,25.2,MM,MM,MM,MM
2022,2,18,2,6,50,4.6,8.2,MM,MM,MM,MM,1015.8,25.5,25.2,MM,MM,MM,MM
2022,2,18,2,0,70,3.6,6.2,MM,MM,MM,MM,1015.9,25.4,25.2,MM,MM,-1.2,MM
2022,2,18,1,54,50,4.6,7.2,MM,MM,MM,MM,1015.9,25.4,25.2,MM,MM,MM,MM
2022,2,18,1,48,50,3.1,9.3,MM,MM,MM,MM,MM,25.7,25.2,MM,MM,MM,MM
2022,2,18,1,42,50,6.2,9.3,MM,MM,MM,MM,MM,25.4,25.2,MM,MM,MM,MM
2022,2,18,1,36,60,4.6,7.7,MM,MM,MM,MM,MM,25.7,25.2,MM,MM,MM,MM
2022,2,18,1,30,60,4.1,9.3,MM,MM,MM,MM,1015.9,25.9,25.1,MM,MM,MM,MM
2022,2,18,1,24,50,5.1,7.7,MM,MM,MM,MM,1015.9,25.7,25.1,MM,MM,MM,MM
2022,2,18,1,18,70,4.6,7.7,MM,MM,MM,MM,1015.9,25.9,25.1,MM,MM,MM,MM
2022,2,18,1,12,60,4.1,8.8,MM,MM,MM,MM,1016.1,25.9,25.1,MM,MM,MM,MM
2022,2,18,1,6,60,5.7,8.8,MM,MM,MM,MM,1016.3,25.8,25.1,MM,MM,MM,MM
2022,2,18,1,0,MM,MM,MM,MM,MM,MM,MM,1016.5,26,25.1,MM,MM,-1.2,MM
2022,2,18,0,54,MM,MM,MM,MM,MM,MM,MM,1016.7,26.3,25.1,MM,MM,MM,MM
2022,2,18,0,48,MM,MM,MM,MM,MM,MM,MM,1016.8,26.2,25.1,MM,MM,MM,MM
2022,2,18,0,42,50,5.1,7.7,MM,MM,MM,MM,1016.8,25.9,25.1,MM,MM,MM,MM
2022,2,18,0,36,60,5.1,7.7,MM,MM,MM,MM,1016.9,25.9,25.1,MM,MM,MM,MM
2022,2,18,0,30,60,3.6,6.2,MM,MM,MM,MM,1017,26.1,25.1,MM,MM,MM,MM
2022,2,18,0,24,350,4.6,7.2,MM,MM,MM,MM,1017,26.4,25.1,MM,MM,MM,MM
2022,2,18,0,18,70,2.6,5.1,MM,MM,MM,MM,1017,26.7,25.1,MM,MM,MM,MM
2022,2,18,0,12,340,1,5.7,MM,MM,MM,MM,1017,26.6,25.1,MM,MM,MM,MM
2022,2,18,0,6,10,2.6,6.7,MM,MM,MM,MM,1017.1,26.3,25.1,MM,MM,MM,MM
2022,2,18,0,0,60,4.1,6.2,MM,MM,MM,MM,1017.1,26.4,25.1,MM,MM,-1.5,MM
2022,2,17,23,54,50,3.1,5.7,MM,MM,MM,MM,1017.1,26.2,25.1,MM,MM,MM,MM
2022,2,17,23,48,50,4.1,5.7,MM,MM,MM,MM,1017.2,26.2,25.1,MM,MM,MM,MM
2022,2,17,23,42,20,2.6,5.1,MM,MM,MM,MM,1017.2,26.5,25.1,MM,MM,MM,MM
2022,2,17,23,36,10,1.5,6.2,MM,MM,MM,MM,1017.2,26.3,25.1,MM,MM,MM,MM
2022,2,17,23,30,60,4.1,6.7,MM,MM,MM,MM,1017.1,26.5,25.1,MM,MM,MM,MM
2022,2,17,23,24,60,4.1,5.7,MM,MM,MM,MM,1017.1,26.2,25.1,MM,MM,MM,MM
2022,2,17,23,18,30,2.1,5.1,MM,MM,MM,MM,1017.1,26.3,25.1,MM,MM,MM,MM
2022,2,17,23,12,350,1.5,5.7,MM,MM,MM,MM,1017,26,25.1,MM,MM,MM,MM
2022,2,17,23,6,50,3.6,6.2,MM,MM,MM,MM,1017.1,26.4,25.1,MM,MM,MM,MM
2022,2,17,23,0,60,4.1,6.7,MM,MM,MM,MM,1017.1,26.5,25.1,MM,MM,-2.5,MM
2022,2,17,22,54,100,1,3.6,MM,MM,MM,MM,1017,26.9,25.1,MM,MM,MM,MM
2022,2,17,22,48,110,2.6,3.6,MM,MM,MM,MM,1017,26.7,25.1,MM,MM,MM,MM
2022,2,17,22,42,50,2.1,4.6,MM,MM,MM,MM,1017.1,26.7,25.1,MM,MM,MM,MM
2022,2,17,22,36,90,2.6,4.1,MM,MM,MM,MM,1017.2,26.2,25,MM,MM,MM,MM
2022,2,17,22,30,170,1,4.6,MM,MM,MM,MM,1017.2,26.5,25.1,MM,MM,MM,MM
2022,2,17,22,24,120,1.5,5.7,MM,MM,MM,MM,1017.4,26.4,25.1,MM,MM,MM,MM
2022,2,17,22,18,110,2.6,5.7,MM,MM,MM,MM,1017.5,26.3,25.1,MM,MM,MM,MM
2022,2,17,22,12,110,2.6,4.6,MM,MM,MM,MM,1017.6,26.2,25,MM,MM,MM,MM
2022,2,17,22,6,50,1,5.7,MM,MM,MM,MM,1017.6,26.3,25,MM,MM,MM,MM
2022,2,17,22,0,100,2.1,5.7,MM,MM,MM,MM,1017.7,26,25,MM,MM,-2.2,MM
2022,2,17,21,54,80,2.6,5.1,MM,MM,MM,MM,1017.8,25.7,25,MM,MM,MM,MM
2022,2,17,21,48,50,2.6,5.7,MM,MM,MM,MM,1017.8,25.7,25,MM,MM,MM,MM
2022,2,17,21,42,60,4.1,7.7,MM,MM,MM,MM,1017.9,25.7,25,MM,MM,MM,MM
2022,2,17,21,36,110,3.1,7.2,MM,MM,MM,MM,1018,26.2,25,MM,MM,MM,MM
2022,2,17,21,30,110,2.6,5.7,MM,MM,MM,MM,1018.1,26.4,25,MM,MM,MM,MM
2022,2,17,21,24,100,3.6,6.2,MM,MM,MM,MM,1018.1,26.1,25,MM,MM,MM,MM
2022,2,17,21,18,100,2.6,6.2,MM,MM,MM,MM,1018.1,26.2,25,MM,MM,MM,MM
2022,2,17,21,12,130,3.1,5.7,MM,MM,MM,MM,1018.3,26.4,25,MM,MM,MM,MM
2022,2,17,21,6,90,2.1,4.1,MM,MM,MM,MM,1018.4,26.3,25,MM,MM,MM,MM
2022,2,17,21,0,60,2.6,5.7,MM,MM,MM,MM,1018.6,26,25,MM,MM,-0.8,MM
2022,2,17,20,54,80,4.1,6.2,MM,MM,MM,MM,1018.7,26.1,25,MM,MM,MM,MM
2022,2,17,20,48,90,3.6,6.2,MM,MM,MM,MM,1018.7,26.1,25,MM,MM,MM,MM
2022,2,17,20,42,110,2.6,7.2,MM,MM,MM,MM,1018.8,26.3,25,MM,MM,MM,MM
2022,2,17,20,36,60,2.1,4.6,MM,MM,MM,MM,1018.9,26.1,25,MM,MM,MM,MM
2022,2,17,20,30,70,1.5,4.1,MM,MM,MM,MM,1019,26.1,25,MM,MM,MM,MM
2022,2,17,20,24,110,1.5,4.6,MM,MM,MM,MM,1019.1,26,25,MM,MM,MM,MM
2022,2,17,20,18,50,2.6,4.6,MM,MM,MM,MM,1019.3,25.6,25,MM,MM,MM,MM
2022,2,17,20,12,40,3.1,4.6,MM,MM,MM,MM,1019.4,25.5,25,MM,MM,MM,MM
2022,2,17,20,6,90,1.5,4.6,MM,MM,MM,MM,1019.5,25.3,25,MM,MM,MM,MM
2022,2,17,20,0,30,2.1,4.1,MM,MM,MM,MM,1019.6,25,25,MM,MM,0.8,MM
2022,2,17,19,54,80,1,2.6,MM,MM,MM,MM,1019.6,25,25,MM,MM,MM,MM
2022,2,17,19,48,300,1,2.1,MM,MM,MM,MM,1019.6,24.5,25,MM,MM,MM,MM
2022,2,17,19,42,30,1,3.1,MM,MM,MM,MM,1019.6,24.6,25,MM,MM,MM,MM
2022,2,17,19,36,110,1,2.6,MM,MM,MM,MM,1019.7,25.1,25,MM,MM,MM,MM
2022,2,17,19,30,230,1,1.5,MM,MM,MM,MM,1019.6,24.3,25,MM,MM,MM,MM
2022,2,17,19,24,270,1,1.5,MM,MM,MM,MM,1019.7,24.3,24.9,MM,MM,MM,MM
2022,2,17,19,18,290,1,1.5,MM,MM,MM,MM,1019.8,24.2,24.9,MM,MM,MM,MM
2022,2,17,19,12,310,1,1.5,MM,MM,MM,MM,1019.8,24.1,24.9,MM,MM,MM,MM
