#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2010,1,2,19,51,999,99,99,1.62,10.53,7.78,359,9999,999,24.5,999,99,99
2010,1,2,20,21,999,99,99,1.57,9.88,7.69,359,9999,999,24.6,999,99,99
2010,1,2,20,51,999,99,99,1.56,9.88,8.19,352,9999,999,24.7,999,99,99
2010,1,2,21,21,999,99,99,1.59,10.53,8.13,350,9999,999,24.8,999,99,99
2010,1,2,21,51,999,99,99,1.58,9.88,8.7,356,9999,999,24.9,999,99,99
2010,1,2,22,21,999,99,99,1.61,15.38,8.67,317,9999,999,24.9,999,99,99
2010,1,2,22,51,999,99,99,1.68,16.67,9.1,315,9999,999,24.9,999,99,99
2010,1,2,23,21,999,99,99,1.95,15.38,9.52,315,9999,999,24.8,999,99,99
2010,1,2,23,51,999,99,99,1.96,15.38,10.52,314,9999,999,24.9,999,99,99
2010,1,3,0,21,999,99,99,1.73,16.67,10.02,311,9999,999,24.7,999,99,99
2010,1,3,0,51,999,99,99,1.72,15.38,9.71,318,9999,999,24.9,999,99,99
2010,1,3,1,21,999,99,99,1.85,15.38,9.55,315,9999,999,25,999,99,99
2010,1,3,1,51,999,99,99,1.77,16.67,9.82,311,9999,999,24.8,999,99,99
2010,1,3,2,21,999,99,99,1.96,16.67,10.27,312,9999,999,24.7,999,99,99
2010,1,3,2,51,999,99,99,1.7,16.67,9.06,315,9999,999,24.6,999,99,99
2010,1,3,3,21,999,99,99,1.73,15.38,9.25,315,9999,999,24.6,999,99,99
2010,1,3,3,51,999,99,99,1.79,16.67,9.47,319,9999,999,24.5,999,99,99
2010,1,3,4,21,999,99,99,1.84,16.67,9.86,315,9999,999,24.6,999,99,99
2010,1,3,4,51,999,99,99,1.84,16.67,10.38,314,9999,999,24.6,999,99,99
2010,1,3,5,21,999,99,99,1.93,16.67,10.72,318,9999,999,24.6,999,99,99
2010,1,3,5,51,999,99,99,1.51,16.67,9.54,317,9999,999,24.6,999,99,99
2010,1,3,6,21,999,99,99,1.62,16.67,9.55,312,9999,999,24.6,999,99,99
2010,1,3,6,51,999,99,99,1.4,15.38,8.64,312,9999,999,24.6,999,99,99
2010,1,3,7,21,999,99,99,1.51,16.67,9.01,315,9999,999,24.6,999,99,99
2010,1,3,7,51,999,99,99,1.56,16.67,9.67,322,9999,999,24.6,999,99,99
2010,1,3,8,21,999,99,99,1.64,16.67,10.3,319,9999,999,24.5,999,99,99
2010,1,3,8,51,999,99,99,1.45,16.67,9.76,319,9999,999,24.6,999,99,99
2010,1,3,9,21,999,99,99,1.69,15.38,11.43,314,9999,999,24.6,999,99,99
2010,1,3,9,51,999,99,99,1.54,15.38,11.5,318,9999,999,24.5,999,99,99
2010,1,3,10,21,999,99,99,1.42,15.38,10.69,315,9999,999,24.6,999,99,99
2010,1,3,10,51,999,99,99,1.19,15.38,9.41,317,9999,999,24.6,999,99,99
2010,1,3,11,21,999,99,99,1.51,15.38,10.82,317,9999,999,24.6,999,99,99
2010,1,3,11,51,999,99,99,1.54,15.38,10.66,315,9999,999,24.6,999,99,99
2010,1,3,12,21,999,99,99,1.6,15.38,11.03,317,9999,999,24.6,999,99,99
2010,1,3,12,51,999,99,99,1.5,15.38,10.3,315,9999,999,24.5,999,99,99
2010,1,3,13,21,999,99,99,1.45,15.38,10.22,318,9999,999,24.5,999,99,99
2010,1,3,13,51,999,99,99,1.56,15.38,10.59,319,9999,999,24.5,999,99,99
2010,1,3,14,21,999,99,99,1.44,15.38,9.42,317,9999,999,24.5,999,99,99
2010,1,3,14,51,999,99,99,1.37,15.38,8.73,324,9999,999,24.6,999,99,99
2010,1,3,15,21,999,99,99,1.39,14.29,8.75,324,9999,999,24.6,999,99,99
2010,1,3,15,51,999,99,99,1.41,14.29,8.6,319,9999,999,24.5,999,99,99
2010,1,3,16,21,999,99,99,1.52,14.29,9.07,312,9999,999,24.5,999,99,99
2010,1,3,16,51,999,99,99,1.52,14.29,8.5,319,9999,999,24.6,999,99,99
2010,1,3,17,21,999,99,99,1.65,14.29,8.67,312,9999,999,24.6,999,99,99
2010,1,3,17,51,999,99,99,1.7,14.29,9.06,314,9999,999,24.6,999,99,99
2010,1,3,18,21,999,99,99,1.58,14.29,8.39,315,9999,999,24.6,999,99,99
2010,1,3,18,51,999,99,99,1.84,14.29,9.22,319,9999,999,24.6,999,99,99
2010,1,3,19,21,999,99,99,1.61,13.33,8.26,317,9999,999,24.6,999,99,99
2010,1,3,19,51,999,99,99,1.66,13.33,8.23,315,9999,999,24.6,999,99,99
2010,1,3,20,21,999,99,99,1.49,13.33,7.99,317,9999,999,24.6,999,99,99
2010,1,3,20,51,999,99,99,1.46,13.33,7.19,315,9999,999,24.6,999,99,99
2010,1,3,21,21,999,99,99,1.36,13.33,6.64,315,9999,999,24.6,999,99,99
2010,1,3,21,51,999,99,99,1.43,13.33,7.03,315,9999,999,24.6,999,99,99
2010,1,3,22,21,999,99,99,1.31,14.29,6.66,315,9999,999,24.7,999,99,99
2010,1,3,22,51,999,99,99,1.43,13.33,7.43,325,9999,999,24.7,999,99,99
2010,1,3,23,21,999,99,99,1.5,13.33,7.82,321,9999,999,24.7,999,99,99
2010,1,3,23,51,999,99,99,1.44,12.5,7.92,317,9999,999,24.7,999,99,99
2010,1,4,0,21,999,99,99,1.51,13.33,7.83,318,9999,999,24.9,999,99,99
2010,1,4,0,51,999,99,99,1.53,13.33,8.06,324,9999,999,24.9,999,99,99
2010,1,4,1,21,999,99,99,1.43,13.33,7.9,317,9999,999,24.8,999,99,99
2010,1,4,1,51,999,99,99,1.35,13.33,7.49,326,9999,999,24.8,999,99,99
2010,1,4,2,21,999,99,99,1.48,13.33,7.69,319,9999,999,24.8,999,99,99
2010,1,4,2,51,999,99,99,1.47,12.5,7.64,331,9999,999,24.8,999,99,99
2010,1,4,3,21,999,99,99,1.49,12.5,7.45,321,9999,999,24.7,999,99,99
2010,1,4,3,51,999,99,99,1.44,14.29,6.95,325,9999,999,24.7,999,99,99
2010,1,4,4,21,999,99,99,1.53,13.33,7.36,315,9999,999,24.7,999,99,99
2010,1,4,4,51,999,99,99,1.49,12.5,7.01,314,9999,999,24.6,999,99,99
2010,1,4,5,21,999,99,99,1.67,11.76,7.58,319,9999,999,24.6,999,99,99
2010,1,4,5,51,999,99,99,1.63,13.33,7.36,312,9999,999,24.6,999,99,99
2010,1,4,6,21,999,99,99,1.69,12.5,7.04,319,9999,999,24.6,999,99,99
2010,1,4,6,51,999,99,99,1.63,11.76,6.82,318,9999,999,24.6,999,99,99
2010,1,4,7,21,999,99,99,1.81,13.33,7.06,318,9999,999,24.5,999,99,99
2010,1,4,7,51,999,99,99,1.91,13.33,7.49,321,9999,999,24.6,999,99,99
2010,1,4,8,21,999,99,99,1.82,11.11,7.27,328,9999,999,24.6,999,99,99
2010,1,4,8,51,999,99,99,1.74,13.33,7.47,321,9999,999,24.7,999,99,99
2010,1,4,9,21,999,99,99,1.71,12.5,7.24,321,9999,999,24.7,999,99,99
2010,1,4,9,51,999,99,99,1.72,12.5,7.16,321,9999,999,24.7,999,99,99
2010,1,4,10,21,999,99,99,1.68,13.33,7.17,318,9999,999,24.7,999,99,99
2010,1,4,10,51,999,99,99,1.66,13.33,7.29,319,9999,999,24.5,999,99,99
2010,1,4,11,21,999,99,99,1.65,13.33,7.19,315,9999,999,24.6,999,99,99
2010,1,4,11,51,999,99,99,1.83,12.5,7.71,325,9999,999,24.7,999,99,99
2010,1,4,12,21,999,99,99,1.76,12.5,7.83,321,9999,999,24.8,999,99,99
2010,1,4,12,51,999,99,99,1.72,10.53,7.57,318,9999,999,24.8,999,99,99
2010,1,4,13,21,999,99,99,1.85,12.5,7.99,319,9999,999,24.8,999,99,99
2010,1,4,13,51,999,99,99,1.89,11.76,7.92,314,9999,999,24.8,999,99,99
2010,1,4,14,21,999,99,99,2.02,10.53,8.11,321,9999,999,24.8,999,99,99
2010,1,4,14,51,999,99,99,2.02,12.5,7.74,315,9999,999,24.8,999,99,99
2010,1,4,15,21,999,99,99,2.06,9.88,7.45,314,9999,999,24.8,999,99,99
2010,1,4,15,51,999,99,99,2.07,13.33,7.72,314,9999,999,24.8,999,99,99
2010,1,4,16,21,999,99,99,2.05,9.88,7.45,314,9999,999,24.8,999,99,99
2010,1,4,16,51,999,99,99,1.82,10.53,7.02,311,9999,999,24.8,999,99,99
2010,1,4,17,21,999,99,99,2.05,9.09,7.41,312,9999,999,24.8,999,99,99
2010,1,4,17,51,999,99,99,2.15,11.11,7.43,312,9999,999,24.8,999,99,99
2010,1,4,18,21,999,99,99,2.04,9.09,7.06,315,9999,999,24.8,999,99,99
2010,1,4,18,51,999,99,99,1.98,13.33,7.35,314,9999,999,24.8,999,99,99
2010,1,4,19,21,999,99,99,1.85,12.5,6.92,315,9999,999,24.8,999,99,99
2010,1,4,23,21,999,99,99,1.65,10.53,6.61,315,9999,999,24.9,999,99,99
2010,1,4,23,51,999,99,99,1.69,12.5,6.66,324,9999,999,24.9,999,99,99
2010,1,5,0,21,999,99,99,1.88,12.5,6.9,321,9999,999,24.9,999,99,99
2010,1,5,0,51,999,99,99,1.76,11.76,6.64,322,9999,999,24.9,999,99,99
2010,1,5,1,21,999,99,99,1.86,12.5,7.17,318,9999,999,24.9,999,99,99
2010,1,5,1,51,999,99,99,1.87,11.76,7.2,325,9999,999,24.9,999,99,99
2010,1,5,2,51,999,99,99,1.86,11.76,6.99,324,9999,999,24.9,999,99,99
2010,1,5,3,21,999,99,99,1.98,11.76,7.47,325,9999,999,24.9,999,99,99
2010,1,5,3,51,999,99,99,1.96,11.76,7.37,329,9999,999,24.9,999,99,99
2010,1,5,4,21,999,99,99,2.07,11.76,7.33,325,9999,999,24.9,999,99,99
2010,1,5,4,51,999,99,99,2.02,10.53,7.24,319,9999,999,24.9,999,99,99
2010,1,5,5,21,999,99,99,2.15,11.11,7.51,319,9999,999,24.9,999,99,99
2010,1,5,5,51,999,99,99,2.08,11.11,7.45,319,9999,999,24.8,999,99,99
2010,1,5,6,21,999,99,99,2.02,11.76,6.9,314,9999,999,24.8,999,99,99
2010,1,5,6,51,999,99,99,2.14,10.53,7.34,322,9999,999,24.8,999,99,99
2010,1,5,7,21,999,99,99,2.15,11.76,7.48,315,9999,999,24.8,999,99,99
2010,1,5,7,51,999,99,99,1.96,11.11,7.17,318,9999,999,24.8,999,99,99
2010,1,5,8,21,999,99,99,2.08,11.11,7.35,315,9999,999,24.8,999,99,99
2010,1,5,8,51,999,99,99,2.18,11.11,7.17,319,9999,999,24.8,999,99,99
2010,1,5,9,21,999,99,99,2.14,11.76,7.49,314,9999,999,24.8,999,99,99
2010,1,5,9,51,999,99,99,2.07,11.11,7.45,324,9999,999,24.8,999,99,99
2010,1,5,10,21,999,99,99,1.97,10.53,7.14,319,9999,999,24.8,999,99,99
2010,1,5,10,51,999,99,99,1.88,11.11,7.13,322,9999,999,24.8,999,99,99
2010,1,5,11,21,999,99,99,1.84,11.11,7.18,315,9999,999,24.8,999,99,99
2010,1,5,11,51,999,99,99,1.9,11.76,7.55,319,9999,999,24.8,999,99,99
2010,1,5,12,21,999,99,99,1.76,11.11,7.51,317,9999,999,24.8,999,99,99
2010,1,5,12,51,999,99,99,1.83,11.76,7.75,315,9999,999,24.8,999,99,99
2010,1,5,13,21,999,99,99,1.93,11.11,7.9,319,9999,999,24.7,999,99,99
2010,1,5,13,51,999,99,99,1.94,12.5,8.14,324,9999,999,24.8,999,99,99
2010,1,5,14,21,999,99,99,2.05,11.11,8.33,322,9999,999,24.8,999,99,99
2010,1,5,14,51,999,99,99,1.73,11.11,7.65,324,9999,999,24.8,999,99,99
2010,1,5,15,21,999,99,99,1.9,10.53,7.88,315,9999,999,24.8,999,99,99
2010,1,5,15,51,999,99,99,1.91,11.11,7.66,311,9999,999,24.8,999,99,99
2010,1,5,16,21,999,99,99,1.94,12.5,8.06,317,9999,999,24.8,999,99,99
2010,1,5,16,51,999,99,99,2.13,11.76,8.52,317,9999,999,24.7,999,99,99
2010,1,5,17,21,999,99,99,2.26,11.76,8.72,314,9999,999,24.8,999,99,99
2010,1,5,17,51,999,99,99,2.19,11.76,8.89,314,9999,999,24.8,999,99,99
2010,1,5,18,21,999,99,99,2.49,13.33,9.34,324,9999,999,24.8,999,99,99
2010,1,5,18,51,999,99,99,2.77,11.11,9.55,312,9999,999,24.8,999,99,99
2010,1,5,19,21,999,99,99,3,12.5,9.89,312,9999,999,24.8,999,99,99
2010,1,5,19,51,999,99,99,2.9,11.76,9.59,312,9999,999,24.8,999,99,99
2010,1,5,20,21,999,99,99,3,13.33,9.56,317,9999,999,24.8,999,99,99
2010,1,5,20,51,999,99,99,2.87,12.5,9.39,315,9999,999,24.8,999,99,99
2010,1,5,21,21,999,99,99,2.98,13.33,9.91,321,9999,999,24.8,999,99,99
2010,1,5,21,51,999,99,99,2.81,13.33,9.62,321,9999,999,24.8,999,99,99
2010,1,5,22,21,999,99,99,2.86,12.5,9.94,325,9999,999,24.8,999,99,99
2010,1,5,22,51,999,99,99,3.3,13.33,10.69,326,9999,999,24.8,999,99,99
2010,1,5,23,21,999,99,99,3.08,14.29,10.41,322,9999,999,24.8,999,99,99
2010,1,5,23,51,999,99,99,3.59,13.33,11.12,322,9999,999,24.8,999,99,99
2010,1,6,0,21,999,99,99,3.58,14.29,10.92,322,9999,999,24.8,999,99,99
2010,1,6,0,51,999,99,99,3.67,13.33,11.21,321,9999,999,24.8,999,99,99
2010,1,6,1,21,999,99,99,4.2,14.29,11.66,325,9999,999,24.8,999,99,99
2010,1,6,1,51,999,99,99,3.39,14.29,11.11,325,9999,999,24.8,999,99,99
2010,1,6,2,21,999,99,99,3.81,14.29,11.29,326,9999,999,24.8,999,99,99
2010,1,6,2,51,999,99,99,3.58,15.38,11.29,318,9999,999,24.8,999,99,99
2010,1,6,3,21,999,99,99,3.61,15.38,11.34,326,9999,999,24.8,999,99,99
2010,1,6,3,51,999,99,99,4,14.29,11.38,319,9999,999,24.8,999,99,99
2010,1,6,4,21,999,99,99,3.68,13.33,11.07,328,9999,999,24.8,999,99,99
2010,1,6,4,51,999,99,99,4.03,15.38,11.33,315,9999,999,24.8,999,99,99
2010,1,6,5,21,999,99,99,4.3,14.29,11.57,315,9999,999,24.8,999,99,99
2010,1,6,5,51,999,99,99,3.67,14.29,10.76,317,9999,999,24.8,999,99,99
2010,1,6,6,21,999,99,99,3.79,15.38,10.8,315,9999,999,24.7,999,99,99
2010,1,6,6,51,999,99,99,4.16,15.38,11.27,312,9999,999,24.8,999,99,99
2010,1,6,7,21,999,99,99,3.68,16.67,10.5,312,9999,999,24.8,999,99,99
2010,1,6,7,51,999,99,99,4.41,14.29,11.51,315,9999,999,24.8,999,99,99
2010,1,6,8,21,999,99,99,3.74,16.67,10.86,312,9999,999,24.8,999,99,99
2010,1,6,8,51,999,99,99,4.2,15.38,11.41,311,9999,999,24.8,999,99,99
2010,1,6,9,21,999,99,99,3.65,15.38,10.88,317,9999,999,24.8,999,99,99
2010,1,6,9,51,999,99,99,3.69,15.38,11.11,312,9999,999,24.8,999,99,99
2010,1,6,10,21,999,99,99,3.55,14.29,11.04,311,9999,999,24.8,999,99,99
2010,1,6,10,51,999,99,99,3.63,13.33,11.15,315,9999,999,24.8,999,99,99
2010,1,6,11,21,999,99,99,3.29,15.38,10.88,319,9999,999,24.8,999,99,99
2010,1,6,11,51,999,99,99,3.99,15.38,11.55,312,9999,999,24.8,999,99,99
2010,1,6,12,21,999,99,99,3.32,15.38,11.01,312,9999,999,24.8,999,99,99
2010,1,6,12,51,999,99,99,3.63,16.67,11.9,315,9999,999,24.8,999,99,99
2010,1,6,13,21,999,99,99,3.39,14.29,11.4,318,9999,999,24.8,999,99,99
2010,1,6,13,51,999,99,99,3.55,16.67,12.05,315,9999,999,24.8,999,99,99
2010,1,6,14,21,999,99,99,3.77,16.67,12.03,312,9999,999,24.8,999,99,99
2010,1,6,14,51,999,99,99,3.32,15.38,11,315,9999,999,24.8,999,99,99
2010,1,6,15,21,999,99,99,3.33,15.38,11.18,318,9999,999,24.8,999,99,99
2010,1,6,15,51,999,99,99,3.55,16.67,11.59,311,9999,999,24.8,999,99,99
2010,1,6,16,21,999,99,99,3.29,16.67,11.3,311,9999,999,24.8,999,99,99
2010,1,6,16,51,999,99,99,3.5,16.67,12.17,310,9999,999,24.8,999,99,99
2010,1,6,17,21,999,99,99,3.21,15.38,11.83,314,9999,999,24.8,999,99,99
2010,1,6,17,51,999,99,99,3.47,16.67,12.27,308,9999,999,24.8,999,99,99
2010,1,6,18,21,999,99,99,3.14,14.29,11.73,307,9999,999,24.7,999,99,99
2010,1,6,18,51,999,99,99,2.97,14.29,11.33,311,9999,999,24.8,999,99,99
2010,1,6,19,21,999,99,99,3.16,16.67,11.64,312,9999,999,24.8,999,99,99
2010,1,6,19,51,999,99,99,3.23,16.67,11.63,308,9999,999,24.8,999,99,99
2010,1,6,20,21,999,99,99,3.23,16.67,11.62,308,9999,999,24.8,999,99,99
2010,1,6,20,51,999,99,99,3.27,16.67,11.52,307,9999,999,24.8,999,99,99
2010,1,6,21,21,999,99,99,3.03,18.18,11.22,308,9999,999,24.8,999,99,99
2010,1,6,21,51,999,99,99,2.89,16.67,11.02,310,9999,999,24.9,999,99,99
2010,1,6,22,21,999,99,99,2.96,15.38,11.32,310,9999,999,24.9,999,99,99
2010,1,6,22,51,999,99,99,2.87,18.18,11.04,310,9999,999,24.9,999,99,99
2010,1,6,23,21,999,99,99,2.88,15.38,11.19,314,9999,999,24.9,999,99,99
2010,1,6,23,51,999,99,99,3.22,14.29,11.46,312,9999,999,25,999,99,99
2010,1,7,0,21,999,99,99,2.64,16.67,10.89,310,9999,999,25,999,99,99
2010,1,7,0,51,999,99,99,3.14,16.67,11.72,314,9999,999,25,999,99,99
2010,1,7,1,21,999,99,99,3.2,15.38,11.96,319,9999,999,25,999,99,99
2010,1,7,1,51,999,99,99,2.68,16.67,11.23,317,9999,999,25,999,99,99
2010,1,7,2,21,999,99,99,2.75,15.38,11.07,324,9999,999,25,999,99,99
2010,1,7,2,51,999,99,99,2.94,13.33,11.41,315,9999,999,24.9,999,99,99
2010,1,7,3,21,999,99,99,3.24,16.67,11.74,317,9999,999,24.9,999,99,99
2010,1,7,3,51,999,99,99,2.87,15.38,10.95,315,9999,999,24.9,999,99,99
2010,1,7,4,21,999,99,99,3.2,15.38,11.54,307,9999,999,24.9,999,99,99
2010,1,7,4,51,999,99,99,2.72,14.29,11.05,310,9999,999,24.9,999,99,99
2010,1,7,5,21,999,99,99,2.65,15.38,11.17,312,9999,999,24.9,999,99,99
2010,1,7,5,51,999,99,99,3.14,15.38,11.73,315,9999,999,24.9,999,99,99
2010,1,7,6,21,999,99,99,2.95,15.38,11.38,311,9999,999,24.9,999,99,99
2010,1,7,6,51,999,99,99,3.24,15.38,11.83,312,9999,999,24.9,999,99,99
2010,1,7,7,21,999,99,99,3.31,15.38,11.86,311,9999,999,24.8,999,99,99
2010,1,7,7,51,999,99,99,3.27,14.29,11.3,310,9999,999,24.8,999,99,99
2010,1,7,8,21,999,99,99,3.68,15.38,11.82,314,9999,999,24.8,999,99,99
2010,1,7,8,51,999,99,99,3.5,15.38,11.84,317,9999,999,24.8,999,99,99
2010,1,7,9,21,999,99,99,3.48,15.38,11.25,311,9999,999,24.8,999,99,99
2010,1,7,9,51,999,99,99,3.8,15.38,11.68,315,9999,999,24.8,999,99,99
2010,1,7,10,21,999,99,99,3.93,14.29,12.11,310,9999,999,24.8,999,99,99
