#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
#yr,mo,dy,hr,mn,m,m,sec,m,sec,-,degT,-,sec,degT
2022,2,25,2,56,1.7,1.3,20,1.1,9.1,NW,NNE,SWELL,9,314
2022,2,25,2,26,1.6,1.1,20,1,9.9,NW,N,SWELL,8.6,304
2022,2,25,1,56,1.6,1.1,20,1,9.9,NW,N,SWELL,8.4,311
2022,2,25,1,26,1.5,1.1,22.2,1,8.3,NW,NNE,SWELL,7.8,308
2022,2,25,0,56,1.4,0.9,20,1.1,7.7,NW,NE,AVERAGE,6.8,304
2022,2,25,0,26,1.3,0.8,22.2,1.1,9.9,NW,N,AVERAGE,6.5,304
2022,2,24,23,56,1.3,0.9,22.2,1,8.3,NW,NNE,AVERAGE,6.7,326
2022,2,24,23,26,1.3,0.8,22.2,1.1,7.7,NW,NE,AVERAGE,6.4,307
2022,2,24,22,56,1.4,0.9,22.2,1.1,9.9,WNW,NNW,AVERAGE,7.2,301
2022,2,24,22,26,1.4,0.9,22.2,1.1,9.9,WNW,N,AVERAGE,6.9,303
2022,2,24,21,56,1.3,0.8,22.2,1,8.3,WNW,N,AVERAGE,6.7,297
2022,2,24,21,26,1.3,0.7,11.1,1,7.7,NW,NNE,AVERAGE,6.3,326
2022,2,24,20,56,1.4,0.9,11.8,1.1,9.9,NW,NW,AVERAGE,7.1,321
2022,2,24,20,26,1.3,0.8,10.5,1,9.9,NNW,NNW,AVERAGE,6.9,346
2022,2,24,19,56,1.3,0.8,11.8,1,9.9,NW,N,AVERAGE,6.9,318
2022,2,24,19,26,1.4,0.9,11.8,1,9.9,NW,NNW,AVERAGE,7.5,322
2022,2,24,18,56,1.3,0.8,12.5,1,9.9,NW,NNW,AVERAGE,7.3,315
2022,2,24,18,26,1.4,0.9,12.5,1,9.9,NW,NNW,AVERAGE,7.5,325
2022,2,24,17,56,1.4,0.9,11.8,1.1,9.9,NW,NNW,AVERAGE,7.7,335
2022,2,24,17,26,1.4,1,11.8,1,7.7,NNW,NE,SWELL,7.8,328
2022,2,24,16,56,1.4,0.9,11.8,1,9.9,NW,NNW,AVERAGE,7.6,324
2022,2,24,16,26,1.4,1,10.5,1.1,9.9,NNW,NNW,AVERAGE,7.7,332
2022,2,24,15,56,1.6,0.9,12.5,1.2,9.9,NNW,NNW,AVERAGE,7.5,333
2022,2,24,15,26,1.5,0.9,11.8,1.2,9.9,NW,NNW,AVERAGE,7.2,321
2022,2,24,14,56,1.4,0.8,11.1,1.2,9.9,NW,NNW,AVERAGE,7,326
2022,2,24,14,26,1.6,1.1,12.5,1.2,9.9,NW,NNW,AVERAGE,7.4,322
2022,2,24,13,56,1.5,1,11.8,1.1,9.9,NNW,N,AVERAGE,7.1,333
2022,2,24,13,26,1.5,0.9,11.1,1.2,9.9,NNW,N,AVERAGE,7.1,335
2022,2,24,12,56,1.4,0.8,10.5,1.2,9.9,NNW,NNW,AVERAGE,6.9,332
2022,2,24,12,26,1.5,0.9,12.5,1.2,9.9,NNW,NNW,AVERAGE,7.1,333
2022,2,24,11,56,1.5,0.9,12.5,1.1,9.9,NW,N,AVERAGE,7.2,325
2022,2,24,11,26,1.6,1.1,11.8,1.1,9.9,NNW,NNW,SWELL,7.5,328
2022,2,24,10,56,1.6,1.1,12.5,1.1,9.9,NW,NNW,SWELL,7.8,322
2022,2,24,10,26,1.6,1.1,12.5,1.1,9.9,NW,NNW,SWELL,8,321
2022,2,24,9,56,1.4,1,11.1,1.1,9.9,NNW,N,AVERAGE,7.3,332
2022,2,24,9,26,1.6,1.1,11.8,1.1,7.7,NW,NNE,SWELL,7.5,325
2022,2,24,8,56,1.7,1.2,11.8,1.2,9.9,NNW,NW,SWELL,7.5,331
2022,2,24,8,26,1.6,1.1,12.5,1.1,9.9,NW,NW,SWELL,7.3,315
2022,2,24,7,56,1.7,1.1,11.1,1.2,9.9,NNW,NNW,AVERAGE,7.4,335
2022,2,24,7,26,1.8,1.2,13.3,1.3,9.9,NW,NW,AVERAGE,7.7,322
2022,2,24,6,56,1.6,1,13.3,1.2,9.9,NW,NNW,AVERAGE,7.2,322
2022,2,24,6,26,1.8,1.2,11.1,1.3,9.9,NNW,NW,AVERAGE,7.7,331
2022,2,24,5,56,1.7,1.1,13.3,1.3,9.1,NW,NNW,AVERAGE,7.2,319
2022,2,24,5,26,1.6,1,12.5,1.2,9.9,NW,NNW,AVERAGE,7.2,325
2022,2,24,4,56,1.8,1.3,11.8,1.2,9.9,NNW,NNW,SWELL,8.1,333
2022,2,24,4,26,1.8,1.3,11.8,1.2,9.9,NNW,NNW,SWELL,7.8,335
2022,2,24,3,56,1.6,1.2,13.3,1.1,9.9,NW,NNW,SWELL,7.9,325
2022,2,24,3,26,1.7,1.1,12.5,1.3,9.9,NNW,NNW,AVERAGE,7.5,331
2022,2,24,2,56,1.7,1.1,11.8,1.2,9.9,NNW,NNW,AVERAGE,7.4,345
2022,2,24,2,26,1.6,1.1,12.5,1.2,9.9,NNW,N,AVERAGE,7.2,335
2022,2,24,1,56,1.6,1.1,13.3,1.2,9.9,NNW,NNW,AVERAGE,7.3,328
2022,2,24,1,26,1.8,1.2,13.3,1.3,9.9,NNW,NW,AVERAGE,7.4,331
2022,2,24,0,56,1.5,1,13.3,1.1,9.9,NW,NNW,AVERAGE,7.2,319
2022,2,24,0,26,1.6,1.1,12.5,1.1,9.9,NNW,NW,SWELL,7.5,332
2022,2,23,23,56,1.5,1,11.1,1.1,8.3,NNW,N,AVERAGE,7.4,329
2022,2,23,23,26,1.7,1.1,13.3,1.2,9.9,NNW,NNW,AVERAGE,7.5,335
2022,2,23,22,56,1.6,1,11.8,1.2,9.9,NNW,NNW,AVERAGE,7.4,332
2022,2,23,22,26,1.7,1.1,12.5,1.2,8.3,NW,N,AVERAGE,7.5,325
2022,2,23,21,56,1.7,1.2,13.3,1.2,9.9,NW,NNW,SWELL,7.6,319
2022,2,23,21,26,1.7,1.1,11.8,1.2,9.9,NW,NNW,AVERAGE,7.4,319
2022,2,23,20,56,1.8,1.1,12.5,1.3,9.9,NW,NNW,AVERAGE,7.5,314
2022,2,23,20,26,1.6,1.1,11.1,1.2,9.9,NNW,NNW,AVERAGE,7.3,335
2022,2,23,19,56,1.5,1,13.3,1.1,9.9,NW,NNW,AVERAGE,7.3,314
2022,2,23,19,26,1.6,1.2,12.5,1.1,9.9,NW,NNW,SWELL,7.8,321
2022,2,23,18,56,1.6,1.2,13.3,1.1,9.9,NW,NNW,SWELL,8,326
2022,2,23,18,26,1.6,1.1,10.5,1.1,9.9,NW,NNW,SWELL,7.6,324
2022,2,23,17,56,1.7,1.1,11.1,1.2,9.9,NW,NW,AVERAGE,7.5,317
2022,2,23,17,26,1.6,1.1,11.1,1.2,9.9,NNW,NW,AVERAGE,7.3,332
2022,2,23,16,56,1.7,1.1,12.5,1.2,9.9,NW,NNW,AVERAGE,7.7,314
2022,2,23,16,26,1.6,1.2,11.1,1.1,7.7,NW,NNE,SWELL,7.8,318
2022,2,23,15,56,1.6,1.2,11.1,1.1,9.9,NW,NNW,SWELL,8.1,326
2022,2,23,15,26,1.6,1.2,12.5,1.1,9.9,NW,NNW,SWELL,7.9,322
2022,2,23,14,56,1.4,1,11.1,1,9.9,NW,NNW,SWELL,7.8,322
2022,2,23,14,26,1.6,1.1,12.5,1,9.9,NW,NNW,SWELL,8,322
2022,2,23,13,56,1.5,1.1,13.3,1,8.3,NW,NNE,SWELL,7.8,322
2022,2,23,13,26,1.5,1.1,12.5,1,7.1,NW,NE,SWELL,7.6,319
2022,2,23,12,56,1.5,1,11.8,1,9.9,NW,NNW,SWELL,7.5,318
2022,2,23,12,26,1.5,1,12.5,1,8.3,NW,NNE,SWELL,7.7,325
2022,2,23,11,56,1.5,1.1,12.5,1,8.3,NNW,NNE,SWELL,7.8,328
2022,2,23,11,26,1.5,1.1,13.3,1,8.3,NW,NNE,SWELL,7.5,314
2022,2,23,10,56,1.4,1,13.3,1,8.3,NW,NNE,SWELL,7.3,317
2022,2,23,10,26,1.4,1,12.5,1,7.7,NW,NNE,SWELL,6.9,317
2022,2,23,9,56,1.4,1,12.5,1.1,6.2,NW,NNE,AVERAGE,6.9,322
2022,2,23,9,26,1.5,1,11.8,1.1,8.3,NW,NNE,AVERAGE,6.8,307
2022,2,23,8,56,1.5,1,11.8,1.1,7.7,NW,NNE,AVERAGE,6.7,311
2022,2,23,8,26,1.4,0.9,13.3,1,8.3,NW,NNE,AVERAGE,6.3,311
2022,2,23,7,56,1.4,1,13.3,1,7.7,NW,NNE,SWELL,7.1,311
2022,2,23,7,26,1.4,1,13.3,1,8.3,NW,NNE,SWELL,7,314
2022,2,23,6,56,1.4,1,13.3,1,8.3,NW,NNE,SWELL,7,305
2022,2,23,6,26,1.4,1,12.5,1.1,8.3,WNW,N,AVERAGE,6.8,301
2022,2,23,5,56,1.4,1.1,13.3,1,9.1,NW,N,SWELL,7.3,314
2022,2,23,5,26,1.4,1.1,13.3,0.9,7.7,NW,NNE,SWELL,7.2,310
2022,2,23,4,56,1.4,0.9,14.3,1.1,8.3,NW,NNE,AVERAGE,6.5,312
2022,2,23,4,26,1.4,0.8,12.5,1.1,8.3,NW,NNE,AVERAGE,6.3,315
2022,2,23,3,56,1.4,0.9,14.3,1.1,8.3,NW,NNE,AVERAGE,6.8,311
2022,2,23,3,26,1.4,1,13.3,1,8.3,NW,NNE,SWELL,7.3,310
2022,2,23,2,56,1.3,0.9,14.3,1,7.7,NW,NNE,AVERAGE,6.9,305
2022,2,23,2,26,1.3,0.8,13.3,1,8.3,NW,NNE,AVERAGE,6.8,312
2022,2,23,1,56,1.4,0.8,13.3,1.1,8.3,NW,NNE,AVERAGE,6.7,310
2022,2,23,1,26,1.3,0.8,13.3,1,8.3,NW,NNE,AVERAGE,6.7,312
2022,2,23,0,56,1.4,0.9,14.3,1,9.1,NW,N,AVERAGE,7.1,315
2022,2,23,0,26,1.4,0.9,14.3,1.1,7.1,NW,NNE,AVERAGE,7.3,319
2022,2,22,23,56,1.3,0.9,13.3,1,7.7,NW,N,AVERAGE,7,314
2022,2,22,23,26,1.3,0.9,14.3,1,8.3,NW,N,AVERAGE,7.2,318
2022,2,22,22,56,1.2,0.8,14.3,1,7.7,NW,N,AVERAGE,6.7,317
2022,2,22,22,26,1.4,0.9,14.3,1.1,8.3,NW,NNE,AVERAGE,7,315
2022,2,22,21,56,1.3,0.8,14.3,1.1,8.3,NW,N,AVERAGE,6.4,312
2022,2,22,20,26,1.4,0.8,15.4,1.1,7.7,NW,N,AVERAGE,6.3,318
2022,2,22,19,56,1.5,1,14.3,1.2,9.1,NW,N,AVERAGE,6.9,307
2022,2,22,19,26,1.5,1,14.3,1.1,8.3,NW,N,AVERAGE,7.2,314
2022,2,22,18,56,1.3,0.9,15.4,1,9.1,NW,N,AVERAGE,6.7,310
2022,2,22,18,26,1.4,0.8,15.4,1.1,8.3,WNW,N,AVERAGE,6.7,295
2022,2,22,17,56,1.5,1,14.3,1.1,9.1,NW,N,AVERAGE,7.2,310
2022,2,22,17,26,1.3,0.8,15.4,1.1,9.9,WNW,N,AVERAGE,6.4,303
2022,2,22,16,56,1.4,0.9,14.3,1.1,7.7,NW,N,AVERAGE,6.7,308
2022,2,22,16,26,1.4,0.8,14.3,1.1,8.3,NW,NNE,AVERAGE,6.6,304
2022,2,22,15,56,1.5,1,15.4,1.1,9.1,WNW,NNE,AVERAGE,6.8,301
2022,2,22,15,26,1.4,0.8,15.4,1.2,8.3,NW,NNE,AVERAGE,6.5,321
2022,2,22,14,56,1.3,0.7,15.4,1.1,9.1,NW,NNE,AVERAGE,6,308
2022,2,22,14,26,1.4,0.8,15.4,1.2,9.1,NW,MM,AVERAGE,6.1,305
2022,2,22,13,56,1.4,0.7,15.4,1.2,8.3,NW,N,AVERAGE,6.1,305
2022,2,22,13,26,1.3,0.7,16.7,1.1,9.1,NW,N,AVERAGE,5.9,318
2022,2,22,12,56,1.5,0.8,15.4,1.2,8.3,NW,NNE,AVERAGE,6.3,307
2022,2,22,12,26,1.4,0.7,15.4,1.3,9.1,NW,N,AVERAGE,5.9,307
2022,2,22,11,56,1.5,0.7,15.4,1.3,9.9,NW,N,AVERAGE,5.8,307
2022,2,22,11,26,1.5,0.7,16.7,1.4,8.3,NW,NNE,AVERAGE,6,305
2022,2,22,10,56,1.5,0.7,16.7,1.3,8.3,NW,N,AVERAGE,5.8,315
2022,2,22,10,26,1.5,0.7,16.7,1.3,8.3,NW,N,AVERAGE,6,310
2022,2,22,9,56,1.6,0.7,16.7,1.4,8.3,NNW,N,AVERAGE,5.9,357
2022,2,22,9,26,1.5,0.6,15.4,1.3,8.3,NW,N,AVERAGE,5.7,2
2022,2,22,8,56,1.5,0.7,16.7,1.3,9.1,NW,N,AVERAGE,5.8,314
2022,2,22,8,26,1.5,0.7,16.7,1.4,7.7,NW,N,AVERAGE,6,307
2022,2,22,7,56,1.5,0.6,15.4,1.3,8.3,NW,MM,AVERAGE,5.8,308
2022,2,22,7,26,1.5,0.7,16.7,1.3,9.1,WNW,MM,AVERAGE,5.7,298
2022,2,22,6,56,1.5,0.6,16.7,1.3,9.9,NW,NNW,AVERAGE,5.5,343
2022,2,22,6,26,1.4,0.6,16.7,1.2,9.1,WNW,NNW,AVERAGE,5.5,291
2022,2,22,5,56,1.5,0.6,16.7,1.4,9.1,WNW,NNW,AVERAGE,5.9,345
2022,2,22,5,26,1.5,0.7,16.7,1.3,9.1,NW,N,AVERAGE,6,305
2022,2,22,4,56,1.5,0.6,10.5,1.3,9.1,NW,N,AVERAGE,5.9,3
2022,2,22,4,26,1.4,0.6,16.7,1.3,9.1,WNW,N,AVERAGE,6,352
2022,2,22,3,56,1.4,0.6,16.7,1.3,9.1,WNW,N,AVERAGE,6.2,359
2022,2,22,3,26,1.4,0.6,10.5,1.3,9.1,NNW,N,AVERAGE,6.2,338
2022,2,22,2,56,1.4,0.5,10.5,1.3,9.1,NNW,N,AVERAGE,5.8,349
2022,2,22,2,26,1.5,0.6,10.5,1.3,9.1,NNW,N,AVERAGE,6.3,357
2022,2,22,1,56,1.4,0.6,10.5,1.3,9.9,NNW,N,AVERAGE,6,350
2022,2,22,1,26,1.4,0.5,11.8,1.3,9.1,NNW,N,AVERAGE,6.2,359
2022,2,22,0,56,1.3,0.5,10.5,1.2,9.9,N,N,AVERAGE,6.1,2
2022,2,22,0,26,1.3,0.5,10.5,1.2,9.1,N,N,AVERAGE,6.3,4
2022,2,21,23,56,1.3,0.5,10.5,1.2,8.3,N,NNE,AVERAGE,6.2,13
2022,2,21,23,26,1.4,0.5,10.5,1.3,9.1,N,N,AVERAGE,6.5,2
2022,2,21,22,56,1.3,0.5,10.5,1.2,9.1,MM,N,AVERAGE,6.2,2
2022,2,21,22,26,1.4,0.5,11.1,1.3,9.1,NNW,N,AVERAGE,6.3,352
2022,2,21,21,56,1.4,0.5,11.1,1.2,9.1,NNW,N,AVERAGE,6.2,356
2022,2,21,21,26,1.4,0.5,11.1,1.3,9.9,NNW,N,AVERAGE,6.4,357
2022,2,21,20,56,1.4,0.5,10.5,1.3,9.1,NNW,N,AVERAGE,6.1,3
2022,2,21,20,26,1.5,0.7,10.5,1.4,8.3,MM,N,AVERAGE,6.3,357
2022,2,21,19,56,1.5,0.6,10.5,1.3,9.1,MM,N,AVERAGE,6,352
2022,2,21,19,26,1.6,0.5,10.5,1.4,9.9,NNW,N,AVERAGE,6.4,355
2022,2,21,18,56,1.4,0.5,10.5,1.3,9.1,NNW,N,AVERAGE,6,356
2022,2,21,18,26,1.5,0.6,10.5,1.4,9.1,N,N,AVERAGE,6.4,349
2022,2,21,17,56,1.5,0.7,10.5,1.3,9.1,NNW,N,AVERAGE,6.8,357
2022,2,21,17,26,1.5,0.7,10.5,1.3,9.1,N,N,AVERAGE,6.6,11
2022,2,21,16,56,1.5,0.6,10.5,1.4,9.9,NNW,N,AVERAGE,6.5,353
2022,2,21,16,26,1.5,0.5,10.5,1.4,9.9,NNW,MM,AVERAGE,6.2,0
2022,2,21,15,56,1.5,0.6,10.5,1.4,9.1,N,MM,AVERAGE,6,0
2022,2,21,15,26,1.5,0.6,10.5,1.4,9.9,NNW,N,AVERAGE,6.6,350
2022,2,21,14,56,1.6,0.7,10.5,1.4,9.9,NNW,N,AVERAGE,7.1,355
2022,2,21,14,26,1.6,0.8,10.5,1.4,9.9,NNW,N,AVERAGE,7.2,357
2022,2,21,13,56,1.6,0.7,10.5,1.4,9.1,N,MM,AVERAGE,7.1,359
2022,2,21,13,26,1.6,0.6,11.1,1.4,9.1,NNW,NNE,AVERAGE,7.2,14
2022,2,21,12,56,1.4,0.7,10.5,1.2,9.1,N,NNE,AVERAGE,7.1,359
2022,2,21,12,26,1.6,0.7,11.1,1.4,9.9,NNW,NNW,AVERAGE,7.2,343
2022,2,21,11,56,1.6,0.7,11.1,1.4,9.1,N,N,AVERAGE,7.4,7
2022,2,21,11,26,1.5,0.7,11.1,1.3,9.9,N,N,AVERAGE,7.2,357
2022,2,21,10,56,1.6,0.8,11.1,1.4,9.9,N,N,AVERAGE,7.6,352
2022,2,21,10,26,1.6,0.8,11.1,1.3,9.9,NNW,NNW,AVERAGE,7.5,343
2022,2,21,9,56,1.5,0.7,10.5,1.3,9.1,N,N,AVERAGE,7.1,6
2022,2,21,9,26,1.7,0.8,10.5,1.4,9.9,NNW,NNW,AVERAGE,7.3,348
2022,2,21,8,56,1.7,0.9,11.1,1.4,9.9,NNW,NNW,AVERAGE,7.5,346
2022,2,21,8,26,1.8,1,10.5,1.4,9.9,NNW,NNW,AVERAGE,7.9,339
2022,2,21,7,56,1.7,1.1,11.1,1.2,8.3,NNW,N,AVERAGE,7.8,335
2022,2,21,7,26,1.8,1.1,10.5,1.3,9.9,N,NNW,AVERAGE,7.9,350
2022,2,21,6,56,1.7,1,11.1,1.3,9.1,NNW,N,AVERAGE,7.5,343
2022,2,21,6,26,1.8,1.1,11.1,1.4,9.9,NNW,N,AVERAGE,7.8,332
2022,2,21,5,56,1.6,1,10.5,1.2,9.9,NNW,N,AVERAGE,7.2,338
2022,2,21,5,26,1.6,1,11.1,1.2,9.9,NNW,NNW,AVERAGE,7.2,332
2022,2,21,4,56,1.8,1,11.8,1.4,9.9,NW,NNW,AVERAGE,7.5,340
2022,2,21,4,26,1.8,1.1,10.5,1.3,9.1,NNW,NNW,AVERAGE,7.6,335
2022,2,21,3,56,1.6,1,11.1,1.3,9.1,NNW,MM,AVERAGE,7.2,345
2022,2,21,3,26,1.6,1,10.5,1.3,9.9,NNW,NNW,AVERAGE,7.2,333
2022,2,21,2,56,1.8,1.1,11.1,1.3,9.9,NNW,NNW,AVERAGE,7.6,338
2022,2,21,2,26,1.8,1.2,10.5,1.3,9.9,NNW,NNW,AVERAGE,7.7,338
2022,2,21,1,56,1.8,1.1,11.8,1.3,9.1,NW,N,AVERAGE,7.4,326
2022,2,21,1,26,1.8,1.3,12.5,1.3,9.9,NW,N,SWELL,7.8,322
2022,2,21,0,56,1.9,1.3,12.5,1.3,9.9,NNW,N,SWELL,7.7,339
2022,2,21,0,26,1.9,1.3,12.5,1.4,9.1,NNW,N,AVERAGE,7.9,335
2022,2,20,23,56,2.2,1.5,11.1,1.6,9.9,NNW,N,AVERAGE,8.2,335
2022,2,20,23,26,2,1.3,11.8,1.5,8.3,NNW,N,AVERAGE,7.9,338
2022,2,20,22,56,1.8,1.1,12.5,1.4,9.9,NNW,N,AVERAGE,7.4,331
2022,2,20,22,26,1.9,1.3,12.5,1.4,9.1,NNW,N,AVERAGE,7.9,331
2022,2,20,21,56,1.8,1,11.1,1.5,9.1,NNW,N,AVERAGE,7.2,332
2022,2,20,21,26,2,1.3,12.5,1.5,9.1,NNW,N,AVERAGE,7.8,338
2022,2,20,20,56,2,1.2,12.5,1.6,9.9,NNW,NNW,AVERAGE,7.5,333
2022,2,20,20,26,2,1.4,12.5,1.4,9.1,NNW,N,SWELL,7.6,329
2022,2,20,19,56,2.1,1.5,12.5,1.4,8.3,NW,N,SWELL,7.9,322
2022,2,20,19,26,2.2,1.6,12.5,1.5,8.3,NW,N,SWELL,8.1,322
2022,2,20,18,56,2.1,1.4,12.5,1.6,9.1,NNW,N,AVERAGE,7.6,336
2022,2,20,18,26,2,1.4,13.3,1.4,9.9,NW,NNW,SWELL,7.6,326
2022,2,20,17,56,2.1,1.5,12.5,1.5,9.1,NW,MM,SWELL,7.9,319
2022,2,20,17,26,2.2,1.5,12.5,1.5,9.9,NNW,NNW,SWELL,8,328
2022,2,20,16,56,2,1.4,13.3,1.4,9.9,NW,NNW,SWELL,7.7,321
2022,2,20,16,26,1.9,1.2,13.3,1.4,8.3,NW,N,AVERAGE,7.6,324
2022,2,20,15,56,2.1,1.6,13.3,1.4,9.1,NW,N,SWELL,8.2,324
2022,2,20,15,26,1.9,1.3,13.3,1.4,9.9,NW,N,AVERAGE,7.7,321
2022,2,20,14,56,2.2,1.5,13.3,1.5,9.9,NW,NNW,SWELL,8.1,318
2022,2,20,14,26,2.1,1.5,13.3,1.4,9.9,NW,NNW,SWELL,8.1,317
2022,2,20,13,56,2,1.4,11.8,1.4,9.9,NNW,NNW,SWELL,7.8,332
2022,2,20,13,26,1.9,1.1,14.3,1.4,9.9,NW,NNW,AVERAGE,7.5,325
2022,2,20,12,56,2.1,1.3,12.5,1.5,9.9,NW,N,AVERAGE,8,325
2022,2,20,12,26,2,1.3,13.3,1.5,9.9,NW,NNW,AVERAGE,8,322
2022,2,20,11,56,2.2,1.4,13.3,1.7,9.9,NW,N,AVERAGE,8.2,353
2022,2,20,11,26,2.1,1.5,14.3,1.4,9.9,NW,NNW,SWELL,8.6,325
2022,2,20,10,56,2.2,1.5,13.3,1.5,9.9,NNW,NNW,SWELL,8.4,332
2022,2,20,10,26,2,1.4,13.3,1.5,9.1,NW,N,AVERAGE,8,324
2022,2,20,9,56,2,1.3,12.5,1.5,9.9,NNW,NNW,AVERAGE,8.2,329
2022,2,20,9,26,2,1.3,14.3,1.4,9.9,NNW,NNW,AVERAGE,8.1,329
2022,2,20,8,56,2.1,1.4,12.5,1.5,9.9,NNW,N,AVERAGE,8.3,332
2022,2,20,8,26,2.3,1.7,13.3,1.5,9.1,NW,NNW,SWELL,8.8,318
2022,2,20,7,56,2.5,1.9,12.5,1.5,9.9,NW,NNW,SWELL,9.3,318
2022,2,20,7,26,2.3,1.8,13.3,1.4,9.1,NW,NNW,SWELL,9,322
2022,2,20,6,56,2.2,1.6,12.5,1.4,9.9,NW,NNW,SWELL,8.9,318
2022,2,20,6,26,2.2,1.6,14.3,1.5,9.1,NW,NNW,SWELL,8.8,324
2022,2,20,5,56,2.1,1.4,14.3,1.4,9.9,NW,NNW,SWELL,8.5,322
2022,2,20,5,26,2.3,1.8,13.3,1.4,9.9,NW,NNW,SWELL,9,317
2022,2,20,4,56,2.2,1.5,13.3,1.5,9.9,NW,NNW,SWELL,8.6,315
2022,2,20,4,26,2.4,1.7,14.3,1.6,9.9,NW,NNW,SWELL,8.9,314
2022,2,20,3,56,2.4,1.8,14.3,1.6,9.9,NW,NNW,SWELL,9.2,317
2022,2,20,3,26,2.4,1.8,14.3,1.6,9.9,NW,NNW,SWELL,9.1,314
2022,2,20,2,56,2.5,1.9,15.4,1.6,9.1,NW,NNW,SWELL,9.4,311
2022,2,20,2,26,2.6,1.9,14.3,1.7,9.9,NW,NNW,SWELL,9.7,314
2022,2,20,1,56,2.3,1.8,15.4,1.5,9.9,NW,NNW,SWELL,9.3,317
2022,2,20,1,26,2.6,2,13.3,1.6,9.9,NW,NNW,SWELL,9.8,315
2022,2,20,0,56,2.3,1.8,12.5,1.5,9.9,NW,NNW,SWELL,9.5,324
2022,2,20,0,26,2.4,2,12.5,1.4,9.9,NW,NNW,SWELL,9.9,325
2022,2,19,23,56,2.4,1.9,15.4,1.4,9.9,NW,NNW,SWELL,9.8,315
2022,2,19,23,26,2.2,1.5,12.5,1.5,9.9,NW,NNW,SWELL,8.8,322
2022,2,19,22,56,2.3,1.6,13.3,1.6,9.1,NW,MM,SWELL,9.2,326
2022,2,19,22,26,2.3,1.7,15.4,1.5,9.9,NW,NNW,SWELL,9.8,315
2022,2,19,21,56,2.2,1.6,12.5,1.4,9.9,NW,NNW,SWELL,9.6,315
2022,2,19,21,26,2.4,1.8,11.8,1.5,9.1,NW,NNW,SWELL,9.6,321
2022,2,19,20,56,2.5,1.9,12.5,1.6,9.1,NW,NNW,SWELL,10,322
2022,2,19,20,26,2.2,1.7,15.4,1.4,9.9,NW,NNW,SWELL,9.7,315
2022,2,19,19,56,2.4,1.8,11.8,1.6,8.3,NW,NNW,SWELL,9.7,315
2022,2,19,19,26,2.3,1.6,12.5,1.7,9.9,NW,NNW,AVERAGE,9.4,338
2022,2,19,18,56,2.3,1.7,12.5,1.6,9.9,NW,NNW,SWELL,9.6,319
2022,2,19,18,26,2.5,1.6,10.5,1.8,9.9,NW,NNW,AVERAGE,9.4,340
2022,2,19,17,56,2.2,1.6,12.5,1.4,9.1,NW,NNW,SWELL,9.7,315
2022,2,19,17,26,2.5,1.8,13.3,1.6,9.9,NW,NNW,SWELL,9.9,317
2022,2,19,16,56,2.3,1.8,11.8,1.4,9.9,NW,NW,SWELL,10,310
2022,2,19,16,26,2,1.5,13.3,1.3,9.1,NW,NNW,SWELL,9.7,321
2022,2,19,15,56,2,1.5,13.3,1.3,9.9,NW,NNW,SWELL,9.7,319
2022,2,19,15,26,2.1,1.7,12.5,1.2,9.1,NW,NNW,SWELL,10,318
2022,2,19,14,56,1.9,1.5,13.3,1.1,9.9,NW,NW,SWELL,9.8,319
2022,2,19,14,26,2,1.6,13.3,1.2,9.1,NW,NNE,SWELL,9.8,318
2022,2,19,13,56,1.8,1.3,13.3,1.2,9.9,NW,N,SWELL,9.2,319
2022,2,19,13,26,1.8,1.4,12.5,1.2,9.9,NW,N,SWELL,9.3,317
2022,2,19,12,56,1.7,1.4,12.5,1,9.9,NW,NNE,SWELL,9.3,318
2022,2,19,12,26,1.8,1.4,12.5,1.1,9.1,NW,NNE,SWELL,9.4,325
2022,2,19,11,56,1.6,1.2,13.3,1,9.1,NW,NNE,SWELL,9.2,324
2022,2,19,11,26,1.8,1.4,13.3,1.1,9.9,NW,NE,SWELL,9.6,317
2022,2,19,10,56,1.6,1.2,14.3,1.1,8.3,NW,NNE,SWELL,8.7,325
2022,2,19,10,26,1.8,1.3,12.5,1.1,9.9,NW,NNE,SWELL,9,325
2022,2,19,9,56,1.8,1.4,13.3,1.2,9.1,NW,NNE,SWELL,8.9,319
2022,2,19,9,26,1.7,1.2,14.3,1.2,8.3,NW,NNE,SWELL,8.6,318
2022,2,19,8,56,1.6,1.1,14.3,1.1,9.1,NW,NE,SWELL,8.4,324
2022,2,19,8,26,1.7,1.2,13.3,1.1,9.9,NW,NNE,SWELL,8.7,322
2022,2,19,7,56,1.6,1.1,14.3,1.1,9.1,NW,NNE,SWELL,8.2,310
2022,2,19,7,26,1.8,1.2,14.3,1.3,9.9,NW,N,AVERAGE,8.2,317
2022,2,19,6,56,1.8,1.2,14.3,1.3,9.9,NW,NE,AVERAGE,8.2,318
2022,2,19,6,26,1.8,1.2,14.3,1.2,9.9,NW,N,SWELL,8.1,314
2022,2,19,5,56,1.9,1.4,14.3,1.2,9.9,NW,NNE,SWELL,8.4,312
2022,2,19,5,26,1.6,1.1,14.3,1.2,9.9,NW,NNE,AVERAGE,7.5,319
2022,2,19,4,56,1.8,1.3,14.3,1.2,9.9,NW,N,SWELL,8.4,311
2022,2,19,4,26,1.8,1.3,14.3,1.2,9.9,NW,NNE,SWELL,8.5,312
