,year,event,round,heat,name,top_two_waves_total
41,2017,Drug Aware Margaret River Pro,Round 1,Heat 6 Watch replay,Frederico Morais,3.4
42,2017,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Ian Gouveia,4.17
43,2017,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Connor O'Leary,8.57
44,2017,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Owen Wright,8.7
45,2017,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Caio Ibelli,9.16
46,2017,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Joel Parkinson,8.7
47,2017,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Jadson Andre,4.8
48,2017,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Jeremy Flores,5.83
49,2017,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Adriano de Souza,10.5
50,2017,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Adrian Buchan,6.24
51,2017,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Michel Bourez,6.74
52,2017,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Joan Duru,4.5
53,2017,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Conner Coffin,2.56
54,2017,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Julian Wilson,4.9
55,2017,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Bede Durbidge,3.33
56,2017,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Josh Kerr,0.0
57,2017,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,Sebastian Zietz,8.56
58,2017,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,Ethan Ewing,5.17
59,2017,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,Filipe Toledo,1.77
60,2017,Drug Aware Margaret River Pro,Round 3,Heat 1 Watch replay,Jack Freestone,10.43
61,2017,Drug Aware Margaret River Pro,Round 3,Heat 1 Watch replay,Kelly Slater,11.07
62,2017,Drug Aware Margaret River Pro,Round 3,Heat 2 Watch replay,Julian Wilson,4.5
63,2017,Drug Aware Margaret River Pro,Round 3,Heat 2 Watch replay,Miguel Pupo,3.33
64,2017,Drug Aware Margaret River Pro,Round 3,Heat 3 Watch replay,Owen Wright,7.84
65,2017,Drug Aware Margaret River Pro,Round 3,Heat 3 Watch replay,Ian Gouveia,11.67
66,2017,Drug Aware Margaret River Pro,Round 3,Heat 4 Watch replay,Michel Bourez,7.93
67,2017,Drug Aware Margaret River Pro,Round 3,Heat 4 Watch replay,Kanoa Igarashi,10.83
68,2017,Drug Aware Margaret River Pro,Round 3,Heat 5 Watch replay,Conner Coffin,13.9
69,2017,Drug Aware Margaret River Pro,Round 3,Heat 5 Watch replay,Adrian Buchan,11.43
70,2017,Drug Aware Margaret River Pro,Round 3,Heat 6 Watch replay,John John Florence,17.3
71,2017,Drug Aware Margaret River Pro,Round 3,Heat 6 Watch replay,Jacob Willcox,14.94
72,2017,Drug Aware Margaret River Pro,Round 3,Heat 7 Watch replay,Jordy Smith,12.83
73,2017,Drug Aware Margaret River Pro,Round 3,Heat 7 Watch replay,Jesse Mendes,9.67
74,2017,Drug Aware Margaret River Pro,Round 3,Heat 8 Watch replay,Sebastian Zietz,15.34
75,2017,Drug Aware Margaret River Pro,Round 3,Heat 8 Watch replay,Caio Ibelli,14.16
76,2017,Drug Aware Margaret River Pro,Round 3,Heat 9 Watch replay,Adriano de Souza,10.969999999999999
77,2017,Drug Aware Margaret River Pro,Round 3,Heat 9 Watch replay,Bede Durbidge,15.66
78,2017,Drug Aware Margaret River Pro,Round 3,Heat 10 Watch replay,Jeremy Flores,11.34
79,2017,Drug Aware Margaret River Pro,Round 3,Heat 10 Watch replay,Joel Parkinson,8.530000000000001
80,2017,Drug Aware Margaret River Pro,Round 3,Heat 11 Watch replay,Filipe Toledo,11.96
81,2017,Drug Aware Margaret River Pro,Round 3,Heat 11 Watch replay,Connor O'Leary,9.84
82,2017,Drug Aware Margaret River Pro,Round 3,Heat 12 Watch replay,Kolohe Andino,12.54
83,2017,Drug Aware Margaret River Pro,Round 3,Heat 12 Watch replay,Nat Young,10.83
84,2017,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Owen Wright,17.439999999999998
85,2017,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Jack Freestone,15.8
86,2017,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Julian Wilson,11.86
87,2017,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,John John Florence,17.759999999999998
88,2017,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,Michel Bourez,15.23
89,2017,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,Conner Coffin,11.5
90,2017,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Adriano de Souza,16.83
91,2017,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Sebastian Zietz,13.4
92,2017,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Jordy Smith,9.96
93,2017,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Kolohe Andino,14.77
94,2017,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Jeremy Flores,14.0
95,2017,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Filipe Toledo,13.43
96,2017,Drug Aware Margaret River Pro,Round 5,Heat 1 Watch replay,Jack Freestone,11.06
97,2017,Drug Aware Margaret River Pro,Round 5,Heat 1 Watch replay,Conner Coffin,7.699999999999999
98,2017,Drug Aware Margaret River Pro,Round 5,Heat 2 Watch replay,Michel Bourez,10.1
99,2017,Drug Aware Margaret River Pro,Round 5,Heat 2 Watch replay,Julian Wilson,14.2
100,2017,Drug Aware Margaret River Pro,Round 5,Heat 3 Watch replay,Filipe Toledo,15.43
101,2017,Drug Aware Margaret River Pro,Round 5,Heat 3 Watch replay,Sebastian Zietz,14.33
102,2017,Drug Aware Margaret River Pro,Round 5,Heat 4 Watch replay,Jordy Smith,14.5
103,2017,Drug Aware Margaret River Pro,Round 5,Heat 4 Watch replay,Jeremy Flores,13.66
104,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 1 Watch replay,Jack Freestone,6.17
105,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 1 Watch replay,Owen Wright,5.5
106,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 2 Watch replay,John John Florence,16.77
107,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 2 Watch replay,Michel Bourez,11.5
108,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 3 Watch replay,Filipe Toledo,11.73
109,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 3 Watch replay,Adriano de Souza,10.33
110,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 4 Watch replay,Kolohe Andino,13.26
111,2017,Drug Aware Margaret River Pro,Quarterfinals,Heat 4 Watch replay,Jordy Smith,16.03
112,2017,Drug Aware Margaret River Pro,Semifinals,Heat 1 Watch replay,John John Florence,7.17
113,2017,Drug Aware Margaret River Pro,Semifinals,Heat 1 Watch replay,Jack Freestone,10.57
114,2017,Drug Aware Margaret River Pro,Semifinals,Heat 2 Watch replay,Kolohe Andino,15.629999999999999
115,2017,Drug Aware Margaret River Pro,Semifinals,Heat 2 Watch replay,Filipe Toledo,12.030000000000001
116,2017,Drug Aware Margaret River Pro,Final,Heat 1 Watch replay,John John Florence,7.5
117,2017,Drug Aware Margaret River Pro,Final,Heat 1 Watch replay,Kolohe Andino,12.4
0,2017,Rip Curl Pro Bells Beach,Round 2,Heat 1 Watch replay,Jordy Smith,16.73
1,2017,Rip Curl Pro Bells Beach,Round 2,Heat 1 Watch replay,Glyndyn Ringrose,8.83
2,2017,Rip Curl Pro Bells Beach,Round 2,Heat 2 Watch replay,Joel Parkinson,15.77
3,2017,Rip Curl Pro Bells Beach,Round 2,Heat 2 Watch replay,Samuel Pupo,12.83
4,2017,Rip Curl Pro Bells Beach,Round 2,Heat 3 Watch replay,Sebastian Zietz,12.56
5,2017,Rip Curl Pro Bells Beach,Round 2,Heat 3 Watch replay,Leonardo Fioravanti,16.84
6,2017,Rip Curl Pro Bells Beach,Round 2,Heat 4 Watch replay,Ezekiel Lau,7.2
7,2017,Rip Curl Pro Bells Beach,Round 2,Heat 4 Watch replay,Conner Coffin,15.77
8,2017,Rip Curl Pro Bells Beach,Round 2,Heat 5 Watch replay,Connor O'Leary,13.0
9,2017,Rip Curl Pro Bells Beach,Round 2,Heat 5 Watch replay,Jadson Andre,6.33
10,2017,Rip Curl Pro Bells Beach,Round 2,Heat 6 Watch replay,Joan Duru,14.870000000000001
11,2017,Rip Curl Pro Bells Beach,Round 2,Heat 6 Watch replay,Josh Kerr,14.6
12,2017,Rip Curl Pro Bells Beach,Round 2,Heat 7 Watch replay,Caio Ibelli,16.5
13,2017,Rip Curl Pro Bells Beach,Round 2,Heat 7 Watch replay,Ian Gouveia,14.67
14,2017,Rip Curl Pro Bells Beach,Round 2,Heat 8 Watch replay,Mick Fanning,14.67
15,2017,Rip Curl Pro Bells Beach,Round 2,Heat 8 Watch replay,Ethan Ewing,12.030000000000001
16,2017,Rip Curl Pro Bells Beach,Round 2,Heat 9 Watch replay,Frederico Morais,15.44
17,2017,Rip Curl Pro Bells Beach,Round 2,Heat 9 Watch replay,Miguel Pupo,14.87
18,2017,Rip Curl Pro Bells Beach,Round 2,Heat 10 Watch replay,Bede Durbidge,15.94
19,2017,Rip Curl Pro Bells Beach,Round 2,Heat 10 Watch replay,Stuart Kennedy,13.74
20,2017,Rip Curl Pro Bells Beach,Round 2,Heat 11 Watch replay,Wiggolly Dantas,17.0
21,2017,Rip Curl Pro Bells Beach,Round 2,Heat 11 Watch replay,Kanoa Igarashi,15.8
22,2017,Rip Curl Pro Bells Beach,Round 2,Heat 12 Watch replay,Jeremy Flores,14.77
23,2017,Rip Curl Pro Bells Beach,Round 2,Heat 12 Watch replay,Jack Freestone,14.94
24,2017,Rip Curl Pro Bells Beach,Round 1,Heat 1 Watch replay,Matt Wilkinson,8.96
25,2017,Rip Curl Pro Bells Beach,Round 1,Heat 1 Watch replay,Mick Fanning,12.4
26,2017,Rip Curl Pro Bells Beach,Round 1,Heat 1 Watch replay,Jadson Andre,11.7
27,2017,Rip Curl Pro Bells Beach,Round 1,Heat 2 Watch replay,Owen Wright,14.67
28,2017,Rip Curl Pro Bells Beach,Round 1,Heat 2 Watch replay,Miguel Pupo,7.13
29,2017,Rip Curl Pro Bells Beach,Round 1,Heat 2 Watch replay,Ezekiel Lau,9.77
30,2017,Rip Curl Pro Bells Beach,Round 1,Heat 3 Watch replay,Gabriel Medina,9.07
31,2017,Rip Curl Pro Bells Beach,Round 1,Heat 3 Watch replay,Stuart Kennedy,12.03
32,2017,Rip Curl Pro Bells Beach,Round 1,Heat 3 Watch replay,Leonardo Fioravanti,6.17
33,2017,Rip Curl Pro Bells Beach,Round 1,Heat 4 Watch replay,Nat Young,13.030000000000001
34,2017,Rip Curl Pro Bells Beach,Round 1,Heat 4 Watch replay,Kanoa Igarashi,14.43
35,2017,Rip Curl Pro Bells Beach,Round 1,Heat 4 Watch replay,Jordy Smith,13.86
36,2017,Rip Curl Pro Bells Beach,Round 1,Heat 5 Watch replay,Kolohe Andino,14.0
37,2017,Rip Curl Pro Bells Beach,Round 1,Heat 5 Watch replay,Jack Freestone,11.5
38,2017,Rip Curl Pro Bells Beach,Round 1,Heat 5 Watch replay,Samuel Pupo,6.2
39,2017,Rip Curl Pro Bells Beach,Round 1,Heat 6 Watch replay,John John Florence,8.33
40,2017,Rip Curl Pro Bells Beach,Round 1,Heat 6 Watch replay,Jeremy Flores,13.870000000000001
41,2017,Rip Curl Pro Bells Beach,Round 1,Heat 6 Watch replay,Glyndyn Ringrose,11.24
42,2017,Rip Curl Pro Bells Beach,Round 1,Heat 7 Watch replay,Adriano de Souza,14.799999999999999
43,2017,Rip Curl Pro Bells Beach,Round 1,Heat 7 Watch replay,Joan Duru,14.17
44,2017,Rip Curl Pro Bells Beach,Round 1,Heat 7 Watch replay,Caio Ibelli,10.600000000000001
45,2017,Rip Curl Pro Bells Beach,Round 1,Heat 8 Watch replay,Kelly Slater,12.1
46,2017,Rip Curl Pro Bells Beach,Round 1,Heat 8 Watch replay,Josh Kerr,12.3
47,2017,Rip Curl Pro Bells Beach,Round 1,Heat 8 Watch replay,Ian Gouveia,10.0
48,2017,Rip Curl Pro Bells Beach,Round 1,Heat 9 Watch replay,Michel Bourez,13.7
49,2017,Rip Curl Pro Bells Beach,Round 1,Heat 9 Watch replay,Ethan Ewing,14.86
50,2017,Rip Curl Pro Bells Beach,Round 1,Heat 9 Watch replay,Connor O'Leary,9.64
51,2017,Rip Curl Pro Bells Beach,Round 1,Heat 10 Watch replay,Adrian Buchan,14.74
52,2017,Rip Curl Pro Bells Beach,Round 1,Heat 10 Watch replay,Joel Parkinson,12.7
53,2017,Rip Curl Pro Bells Beach,Round 1,Heat 10 Watch replay,Frederico Morais,11.530000000000001
54,2017,Rip Curl Pro Bells Beach,Round 1,Heat 11 Watch replay,Filipe Toledo,17.1
55,2017,Rip Curl Pro Bells Beach,Round 1,Heat 11 Watch replay,Conner Coffin,14.4
56,2017,Rip Curl Pro Bells Beach,Round 1,Heat 11 Watch replay,Bede Durbidge,13.84
57,2017,Rip Curl Pro Bells Beach,Round 1,Heat 12 Watch replay,Julian Wilson,14.129999999999999
58,2017,Rip Curl Pro Bells Beach,Round 1,Heat 12 Watch replay,Wiggolly Dantas,14.1
59,2017,Rip Curl Pro Bells Beach,Round 1,Heat 12 Watch replay,Sebastian Zietz,11.94
60,2017,Rip Curl Pro Bells Beach,Round 3,Heat 1 Watch replay,Frederico Morais,6.4
61,2017,Rip Curl Pro Bells Beach,Round 3,Heat 1 Watch replay,Gabriel Medina,13.57
62,2017,Rip Curl Pro Bells Beach,Round 3,Heat 2 Watch replay,Caio Ibelli,14.97
63,2017,Rip Curl Pro Bells Beach,Round 3,Heat 2 Watch replay,Michel Bourez,16.1
64,2017,Rip Curl Pro Bells Beach,Round 3,Heat 3 Watch replay,Owen Wright,16.4
65,2017,Rip Curl Pro Bells Beach,Round 3,Heat 3 Watch replay,Bede Durbidge,13.83
66,2017,Rip Curl Pro Bells Beach,Round 3,Heat 4 Watch replay,Mick Fanning,12.0
67,2017,Rip Curl Pro Bells Beach,Round 3,Heat 4 Watch replay,Kelly Slater,12.43
68,2017,Rip Curl Pro Bells Beach,Round 3,Heat 5 Watch replay,Sebastian Zietz,16.369999999999997
69,2017,Rip Curl Pro Bells Beach,Round 3,Heat 5 Watch replay,Julian Wilson,15.07
70,2017,Rip Curl Pro Bells Beach,Round 3,Heat 6 Watch replay,John John Florence,8.17
71,2017,Rip Curl Pro Bells Beach,Round 3,Heat 6 Watch replay,Nat Young,11.43
72,2017,Rip Curl Pro Bells Beach,Round 3,Heat 7 Watch replay,Ezekiel Lau,14.0
73,2017,Rip Curl Pro Bells Beach,Round 3,Heat 7 Watch replay,Kolohe Andino,12.33
74,2017,Rip Curl Pro Bells Beach,Round 3,Heat 8 Watch replay,Filipe Toledo,14.5
75,2017,Rip Curl Pro Bells Beach,Round 3,Heat 8 Watch replay,Adrian Buchan,15.56
76,2017,Rip Curl Pro Bells Beach,Round 3,Heat 9 Watch replay,Adriano de Souza,14.9
77,2017,Rip Curl Pro Bells Beach,Round 3,Heat 9 Watch replay,Jeremy Flores,15.5
78,2017,Rip Curl Pro Bells Beach,Round 3,Heat 10 Watch replay,Wiggolly Dantas,13.73
79,2017,Rip Curl Pro Bells Beach,Round 3,Heat 10 Watch replay,Matt Wilkinson,8.83
80,2017,Rip Curl Pro Bells Beach,Round 3,Heat 11 Watch replay,Joel Parkinson,13.9
81,2017,Rip Curl Pro Bells Beach,Round 3,Heat 11 Watch replay,Connor O'Leary,10.6
82,2017,Rip Curl Pro Bells Beach,Round 3,Heat 12 Watch replay,Jordy Smith,17.6
83,2017,Rip Curl Pro Bells Beach,Round 3,Heat 12 Watch replay,Joan Duru,14.44
84,2017,Rip Curl Pro Bells Beach,Round 4,Heat 1 Watch replay,Caio Ibelli,15.03
85,2017,Rip Curl Pro Bells Beach,Round 4,Heat 1 Watch replay,Frederico Morais,13.370000000000001
86,2017,Rip Curl Pro Bells Beach,Round 4,Heat 1 Watch replay,Owen Wright,11.43
87,2017,Rip Curl Pro Bells Beach,Round 4,Heat 2 Watch replay,John John Florence,14.4
88,2017,Rip Curl Pro Bells Beach,Round 4,Heat 2 Watch replay,Mick Fanning,16.93
89,2017,Rip Curl Pro Bells Beach,Round 4,Heat 2 Watch replay,Sebastian Zietz,12.94
90,2017,Rip Curl Pro Bells Beach,Round 4,Heat 3 Watch replay,Ezekiel Lau,16.73
91,2017,Rip Curl Pro Bells Beach,Round 4,Heat 3 Watch replay,Filipe Toledo,11.0
92,2017,Rip Curl Pro Bells Beach,Round 4,Heat 3 Watch replay,Adriano de Souza,14.2
93,2017,Rip Curl Pro Bells Beach,Round 4,Heat 4 Watch replay,Jordy Smith,15.3
94,2017,Rip Curl Pro Bells Beach,Round 4,Heat 4 Watch replay,Wiggolly Dantas,14.7
95,2017,Rip Curl Pro Bells Beach,Round 4,Heat 4 Watch replay,Joel Parkinson,14.5
96,2017,Rip Curl Pro Bells Beach,Round 5,Heat 1 Watch replay,Frederico Morais,17.1
97,2017,Rip Curl Pro Bells Beach,Round 5,Heat 1 Watch replay,Sebastian Zietz,13.16
98,2017,Rip Curl Pro Bells Beach,Round 5,Heat 2 Watch replay,Mick Fanning,18.63
99,2017,Rip Curl Pro Bells Beach,Round 5,Heat 2 Watch replay,Owen Wright,13.9
100,2017,Rip Curl Pro Bells Beach,Round 5,Heat 3 Watch replay,Filipe Toledo,16.759999999999998
101,2017,Rip Curl Pro Bells Beach,Round 5,Heat 3 Watch replay,Joel Parkinson,15.0
102,2017,Rip Curl Pro Bells Beach,Round 5,Heat 4 Watch replay,Adriano de Souza,16.84
103,2017,Rip Curl Pro Bells Beach,Round 5,Heat 4 Watch replay,Wiggolly Dantas,17.6
104,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 1 Watch replay,Caio Ibelli,14.2
105,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 1 Watch replay,Frederico Morais,14.5
106,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 2 Watch replay,John John Florence,13.969999999999999
107,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 2 Watch replay,Mick Fanning,15.77
108,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 3 Watch replay,Ezekiel Lau,11.6
109,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 3 Watch replay,Filipe Toledo,16.66
110,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 4 Watch replay,Jordy Smith,16.77
111,2017,Rip Curl Pro Bells Beach,Quarterfinals,Heat 4 Watch replay,Adriano de Souza,10.53
112,2017,Rip Curl Pro Bells Beach,Semifinals,Heat 1 Watch replay,Caio Ibelli,16.07
113,2017,Rip Curl Pro Bells Beach,Semifinals,Heat 1 Watch replay,John John Florence,14.1
114,2017,Rip Curl Pro Bells Beach,Semifinals,Heat 2 Watch replay,Jordy Smith,15.629999999999999
115,2017,Rip Curl Pro Bells Beach,Semifinals,Heat 2 Watch replay,Ezekiel Lau,15.17
116,2017,Rip Curl Pro Bells Beach,Final,Heat 1 Watch replay,Jordy Smith,18.23
117,2017,Rip Curl Pro Bells Beach,Final,Heat 1 Watch replay,Caio Ibelli,17.46
0,2017,Oi Rio Pro,Round 2,Heat 1 Watch replay,Yago Dora,9.17
1,2017,Oi Rio Pro,Round 2,Heat 1 Watch replay,Kolohe Andino,13.23
2,2017,Oi Rio Pro,Round 2,Heat 2 Watch replay,Owen Wright,14.07
3,2017,Oi Rio Pro,Round 2,Heat 2 Watch replay,Bino Lopes,8.969999999999999
4,2017,Oi Rio Pro,Round 2,Heat 3 Watch replay,Gabriel Medina,12.6
5,2017,Oi Rio Pro,Round 2,Heat 3 Watch replay,Jesse Mendes,10.66
6,2017,Oi Rio Pro,Round 2,Heat 4 Watch replay,Matt Wilkinson,11.0
7,2017,Oi Rio Pro,Round 2,Heat 4 Watch replay,Leonardo Fioravanti,10.43
8,2017,Oi Rio Pro,Round 2,Heat 5 Watch replay,Jadson Andre,9.530000000000001
9,2017,Oi Rio Pro,Round 2,Heat 5 Watch replay,Michel Bourez,10.27
10,2017,Oi Rio Pro,Round 2,Heat 6 Watch replay,Sebastian Zietz,10.44
11,2017,Oi Rio Pro,Round 2,Heat 6 Watch replay,Ethan Ewing,5.07
12,2017,Oi Rio Pro,Round 2,Heat 7 Watch replay,Caio Ibelli,12.27
13,2017,Oi Rio Pro,Round 2,Heat 7 Watch replay,Joan Duru,12.4
14,2017,Oi Rio Pro,Round 2,Heat 8 Watch replay,Bede Durbidge,10.94
15,2017,Oi Rio Pro,Round 2,Heat 8 Watch replay,Conner Coffin,10.16
16,2017,Oi Rio Pro,Round 2,Heat 9 Watch replay,Connor O'Leary,17.0
17,2017,Oi Rio Pro,Round 2,Heat 9 Watch replay,Stuart Kennedy,15.16
18,2017,Oi Rio Pro,Round 2,Heat 10 Watch replay,Adrian Buchan,14.94
19,2017,Oi Rio Pro,Round 2,Heat 10 Watch replay,Miguel Pupo,12.67
20,2017,Oi Rio Pro,Round 2,Heat 11 Watch replay,Frederico Morais,14.4
21,2017,Oi Rio Pro,Round 2,Heat 11 Watch replay,Jack Freestone,13.530000000000001
22,2017,Oi Rio Pro,Round 2,Heat 12 Watch replay,Wiggolly Dantas,15.6
23,2017,Oi Rio Pro,Round 2,Heat 12 Watch replay,Ezekiel Lau,13.5
24,2017,Oi Rio Pro,Round 1,Heat 1 Watch replay,Nat Young,12.04
25,2017,Oi Rio Pro,Round 1,Heat 1 Watch replay,Gabriel Medina,13.1
26,2017,Oi Rio Pro,Round 1,Heat 1 Watch replay,Ezekiel Lau,10.6
27,2017,Oi Rio Pro,Round 1,Heat 2 Watch replay,Adriano de Souza,12.26
28,2017,Oi Rio Pro,Round 1,Heat 2 Watch replay,Jadson Andre,10.16
29,2017,Oi Rio Pro,Round 1,Heat 2 Watch replay,Wiggolly Dantas,8.969999999999999
30,2017,Oi Rio Pro,Round 1,Heat 3 Watch replay,Jeremy Flores,14.44
31,2017,Oi Rio Pro,Round 1,Heat 3 Watch replay,Owen Wright,13.969999999999999
32,2017,Oi Rio Pro,Round 1,Heat 3 Watch replay,Leonardo Fioravanti,10.100000000000001
33,2017,Oi Rio Pro,Round 1,Heat 4 Watch replay,Josh Kerr,9.17
34,2017,Oi Rio Pro,Round 1,Heat 4 Watch replay,Jesse Mendes,12.629999999999999
35,2017,Oi Rio Pro,Round 1,Heat 4 Watch replay,Kolohe Andino,11.84
36,2017,Oi Rio Pro,Round 1,Heat 5 Watch replay,Jordy Smith,11.2
37,2017,Oi Rio Pro,Round 1,Heat 5 Watch replay,Bino Lopes,11.06
38,2017,Oi Rio Pro,Round 1,Heat 5 Watch replay,Jack Freestone,8.16
39,2017,Oi Rio Pro,Round 1,Heat 6 ,John John Florence,14.67
40,2017,Oi Rio Pro,Round 1,Heat 6 ,Yago Dora,8.870000000000001
41,2017,Oi Rio Pro,Round 1,Heat 6 ,Miguel Pupo,13.4
42,2017,Oi Rio Pro,Round 1,Heat 7 Watch replay,Filipe Toledo,14.0
43,2017,Oi Rio Pro,Round 1,Heat 7 Watch replay,Ethan Ewing,10.84
44,2017,Oi Rio Pro,Round 1,Heat 7 Watch replay,Frederico Morais,7.7
45,2017,Oi Rio Pro,Round 1,Heat 8 Watch replay,Ian Gouveia,12.84
46,2017,Oi Rio Pro,Round 1,Heat 8 Watch replay,Adrian Buchan,13.530000000000001
47,2017,Oi Rio Pro,Round 1,Heat 8 Watch replay,Matt Wilkinson,6.23
48,2017,Oi Rio Pro,Round 1,Heat 9 Watch replay,Joel Parkinson,14.34
49,2017,Oi Rio Pro,Round 1,Heat 9 Watch replay,Joan Duru,10.9
50,2017,Oi Rio Pro,Round 1,Heat 9 Watch replay,Connor O'Leary,7.0
51,2017,Oi Rio Pro,Round 1,Heat 10 Watch replay,Mick Fanning,14.44
52,2017,Oi Rio Pro,Round 1,Heat 10 Watch replay,Bede Durbidge,12.6
53,2017,Oi Rio Pro,Round 1,Heat 10 Watch replay,Michel Bourez,9.129999999999999
54,2017,Oi Rio Pro,Round 1,Heat 11 Watch replay,Kanoa Igarashi,13.77
55,2017,Oi Rio Pro,Round 1,Heat 11 Watch replay,Conner Coffin,13.6
56,2017,Oi Rio Pro,Round 1,Heat 11 Watch replay,Sebastian Zietz,11.26
57,2017,Oi Rio Pro,Round 1,Heat 12 Watch replay,Julian Wilson,12.24
58,2017,Oi Rio Pro,Round 1,Heat 12 Watch replay,Stuart Kennedy,12.86
59,2017,Oi Rio Pro,Round 1,Heat 12 Watch replay,Caio Ibelli,3.17
60,2017,Oi Rio Pro,Round 3,Heat 1 Watch replay,Adriano de Souza,9.67
61,2017,Oi Rio Pro,Round 3,Heat 1 Watch replay,Ian Gouveia,12.33
62,2017,Oi Rio Pro,Round 3,Heat 2 Watch replay,Wiggolly Dantas,13.1
63,2017,Oi Rio Pro,Round 3,Heat 2 Watch replay,Sebastian Zietz,11.73
64,2017,Oi Rio Pro,Round 3,Heat 3 Watch replay,Gabriel Medina,13.399999999999999
65,2017,Oi Rio Pro,Round 3,Heat 3 Watch replay,Bede Durbidge,13.86
66,2017,Oi Rio Pro,Round 3,Heat 4 Watch replay,Joel Parkinson,13.26
67,2017,Oi Rio Pro,Round 3,Heat 4 Watch replay,Jeremy Flores,11.440000000000001
68,2017,Oi Rio Pro,Round 3,Heat 5 Watch replay,Mick Fanning,13.4
69,2017,Oi Rio Pro,Round 3,Heat 5 Watch replay,Connor O'Leary,11.9
70,2017,Oi Rio Pro,Round 3,Heat 6 Watch replay,Yago Dora,14.0
71,2017,Oi Rio Pro,Round 3,Heat 6 Watch replay,John John Florence,10.16
72,2017,Oi Rio Pro,Round 3,Heat 7 Watch replay,Jordy Smith,13.34
73,2017,Oi Rio Pro,Round 3,Heat 7 Watch replay,Jadson Andre,14.27
74,2017,Oi Rio Pro,Round 3,Heat 8 Watch replay,Adrian Buchan,13.16
75,2017,Oi Rio Pro,Round 3,Heat 8 Watch replay,Caio Ibelli,11.24
76,2017,Oi Rio Pro,Round 3,Heat 9 Watch replay,Matt Wilkinson,13.0
77,2017,Oi Rio Pro,Round 3,Heat 9 Watch replay,Josh Kerr,12.73
78,2017,Oi Rio Pro,Round 3,Heat 10 Watch replay,Kanoa Igarashi,11.73
79,2017,Oi Rio Pro,Round 3,Heat 10 Watch replay,Filipe Toledo,11.4
80,2017,Oi Rio Pro,Round 3,Heat 11 Watch replay,Julian Wilson,16.23
81,2017,Oi Rio Pro,Round 3,Heat 11 Watch replay,Frederico Morais,13.86
82,2017,Oi Rio Pro,Round 3,Heat 12 Watch replay,Owen Wright,16.07
83,2017,Oi Rio Pro,Round 3,Heat 12 Watch replay,Nat Young,15.86
84,2017,Oi Rio Pro,Round 4,Heat 1 Watch replay,Adriano de Souza,15.6
85,2017,Oi Rio Pro,Round 4,Heat 1 Watch replay,Wiggolly Dantas,16.54
86,2017,Oi Rio Pro,Round 4,Heat 1 Watch replay,Gabriel Medina,15.77
87,2017,Oi Rio Pro,Round 4,Heat 2 Watch replay,Mick Fanning,17.4
88,2017,Oi Rio Pro,Round 4,Heat 2 Watch replay,Yago Dora,15.13
