,year,event,round,heat,name,top_two_waves_total
33,2015,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Michel Bourez,9.33
34,2015,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Adriano de Souza,7.23
35,2015,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Jack Robinson,5.0600000000000005
36,2015,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Jamie O'Brien,8.06
37,2015,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Filipe Toledo,7.84
38,2015,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Kolohe Andino,6.5
39,2015,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Mick Fanning,14.6
40,2015,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Bruce Irons,14.33
41,2015,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Sebastian Zietz,4.37
42,2015,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Kai Otton,12.4
43,2015,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Julian Wilson,3.84
44,2015,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Ricardo Christie,3.0999999999999996
45,2015,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Jeremy Flores,11.27
46,2015,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Jordy Smith,7.17
47,2015,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Matt Wilkinson,3.94
48,2015,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,C.J. Hobgood,8.469999999999999
49,2015,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Taj Burrow,11.26
50,2015,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Kelly Slater,9.8
51,2015,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,John John Florence,13.33
52,2015,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Nat Young,6.67
53,2015,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Brett Simpson,1.5
54,2015,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Bede Durbidge,2.84
55,2015,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Adam Melling,1.14
56,2015,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Wiggolly Dantas,1.1
57,2015,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Josh Kerr,13.06
58,2015,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Joel Parkinson,8.17
59,2015,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Miguel Pupo,3.44
60,2015,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Gabriel Medina,15.84
61,2015,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Jordy Smith,4.5
62,2015,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Keanu Asing,5.0
63,2015,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Bede Durbidge,0.17
64,2015,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,C.J. Hobgood,6.74
65,2015,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Italo Ferreira,4.57
66,2015,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Kelly Slater,7.43
67,2015,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Michel Bourez,7.0
68,2015,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Mick Fanning,12.14
69,2015,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Jamie O'Brien,2.7
70,2015,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,John John Florence,12.5
71,2015,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,Taj Burrow,1.83
72,2015,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Mason Ho,6.93
73,2015,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Filipe Toledo,6.67
74,2015,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Joel Parkinson,10.86
75,2015,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Kai Otton,5.4
76,2015,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Jeremy Flores,14.44
77,2015,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Sebastian Zietz,6.5600000000000005
78,2015,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Adam Melling,15.73
79,2015,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Julian Wilson,9.43
80,2015,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Josh Kerr,7.67
81,2015,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Adrian Buchan,3.2
82,2015,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Adriano de Souza,10.0
83,2015,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Glenn Hall,4.7
84,2015,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Gabriel Medina,8.1
85,2015,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,C.J. Hobgood,5.47
86,2015,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Keanu Asing,4.27
87,2015,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Mick Fanning,14.67
88,2015,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Kelly Slater,16.47
89,2015,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,John John Florence,6.9
90,2015,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Mason Ho,12.4
91,2015,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Joel Parkinson,15.03
92,2015,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Jeremy Flores,10.24
93,2015,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Adriano de Souza,13.67
94,2015,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Josh Kerr,12.13
95,2015,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Adam Melling,1.43
96,2015,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,C.J. Hobgood,13.34
97,2015,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,John John Florence,9.76
98,2015,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Kelly Slater,12.7
99,2015,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Keanu Asing,9.77
100,2015,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Adam Melling,5.17
101,2015,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Joel Parkinson,4.199999999999999
102,2015,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Josh Kerr,13.83
103,2015,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Jeremy Flores,7.73
104,2015,Billabong Pipe Masters,Quarterfinal,Heat 1 Watch replay,Gabriel Medina,11.67
105,2015,Billabong Pipe Masters,Quarterfinal,Heat 1 Watch replay,C.J. Hobgood,5.67
106,2015,Billabong Pipe Masters,Quarterfinal,Heat 2 Watch replay,Mick Fanning,4.83
107,2015,Billabong Pipe Masters,Quarterfinal,Heat 2 Watch replay,Kelly Slater,6.17
108,2015,Billabong Pipe Masters,Quarterfinal,Heat 3 Watch replay,Mason Ho,8.03
109,2015,Billabong Pipe Masters,Quarterfinal,Heat 3 Watch replay,Adam Melling,4.53
110,2015,Billabong Pipe Masters,Quarterfinal,Heat 4 Watch replay,Adriano de Souza,5.5
111,2015,Billabong Pipe Masters,Quarterfinal,Heat 4 Watch replay,Josh Kerr,4.43
112,2015,Billabong Pipe Masters,Semifinal,Heat 1 Watch replay,Gabriel Medina,8.93
113,2015,Billabong Pipe Masters,Semifinal,Heat 1 Watch replay,Mick Fanning,10.36
114,2015,Billabong Pipe Masters,Semifinal,Heat 2 Watch replay,Adriano de Souza,6.83
115,2015,Billabong Pipe Masters,Semifinal,Heat 2 Watch replay,Mason Ho,4.7
116,2015,Billabong Pipe Masters,Final,Heat 1 Watch replay,Adriano de Souza,14.07
117,2015,Billabong Pipe Masters,Final,Heat 1 Watch replay,Gabriel Medina,8.5
0,2016,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Kolohe Andino,12.5
1,2016,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Gavin Beschen,3.6
2,2016,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Adriano de Souza,14.67
3,2016,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Bruce Irons,11.3
4,2016,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Joel Parkinson,9.0
5,2016,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Finn McGill,11.0
6,2016,Billabong Pipe Masters,Round 2,Heat 4 ,Sebastian Zietz,12.76
7,2016,Billabong Pipe Masters,Round 2,Heat 4 ,Frederico Morais,8.17
8,2016,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Bede Durbidge,8.2
9,2016,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Adrian Buchan,5.17
10,2016,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Ryan Callinan,8.0
11,2016,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Caio Ibelli,4.43
12,2016,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Josh Kerr,14.5
13,2016,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Adam Melling,7.0
14,2016,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Kai Otton,4.93
15,2016,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Stuart Kennedy,2.73
16,2016,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Conner Coffin,15.1
17,2016,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Jack Freestone,13.93
18,2016,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Wiggolly Dantas,5.93
19,2016,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Davey Cathels,5.9
20,2016,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Nat Young,11.27
21,2016,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Jadson Andre,6.0
22,2016,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Kanoa Igarashi,6.67
23,2016,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Keanu Asing,8.26
24,2016,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Julian Wilson,15.07
25,2016,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Wiggolly Dantas,8.6
26,2016,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Ryan Callinan,8.5
27,2016,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Miguel Pupo,11.4
28,2016,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Kolohe Andino,9.33
29,2016,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Bede Durbidge,5.4
30,2016,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Matt Wilkinson,13.34
31,2016,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Frederico Morais,9.44
32,2016,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Nat Young,12.399999999999999
33,2016,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Jordy Smith,12.6
34,2016,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Keanu Asing,10.83
35,2016,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Finn McGill,10.5
36,2016,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Gabriel Medina,15.1
37,2016,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Kanoa Igarashi,11.24
38,2016,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Bruce Irons,3.4
39,2016,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,John John Florence,16.66
40,2016,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Jadson Andre,10.27
41,2016,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Gavin Beschen,7.84
42,2016,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Alex Ribeiro,11.27
43,2016,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Adriano de Souza,10.54
44,2016,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Conner Coffin,10.27
45,2016,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Jeremy Flores,9.0
46,2016,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Stuart Kennedy,9.0
47,2016,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Joel Parkinson,8.77
48,2016,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Filipe Toledo,12.34
49,2016,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Josh Kerr,12.030000000000001
50,2016,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Adam Melling,9.370000000000001
51,2016,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Kelly Slater,12.7
52,2016,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Kai Otton,11.9
53,2016,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Caio Ibelli,11.5
54,2016,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Italo Ferreira,10.5
55,2016,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Sebastian Zietz,10.2
56,2016,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Jack Freestone,9.07
57,2016,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Michel Bourez,14.239999999999998
58,2016,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Adrian Buchan,14.23
59,2016,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Davey Cathels,13.23
60,2016,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Jeremy Flores,13.84
61,2016,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Matt Wilkinson,7.43
62,2016,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Filipe Toledo,10.44
63,2016,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Wiggolly Dantas,4.13
64,2016,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Kolohe Andino,5.96
65,2016,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Kai Otton,10.07
66,2016,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Joel Parkinson,12.1
67,2016,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Miguel Pupo,8.74
68,2016,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Michel Bourez,12.16
69,2016,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Italo Ferreira,10.34
70,2016,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,John John Florence,8.6
71,2016,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,Bede Durbidge,9.940000000000001
72,2016,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Ryan Callinan,15.34
73,2016,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Gabriel Medina,11.43
74,2016,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Josh Kerr,7.33
75,2016,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Sebastian Zietz,2.9400000000000004
76,2016,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Nat Young,8.0
77,2016,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Adriano de Souza,3.34
78,2016,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Kanoa Igarashi,7.5
79,2016,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Julian Wilson,3.6
80,2016,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Kelly Slater,12.83
81,2016,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Conner Coffin,8.06
82,2016,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Jordy Smith,15.34
83,2016,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Alex Ribeiro,1.93
84,2016,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Kolohe Andino,4.96
85,2016,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Jeremy Flores,10.16
86,2016,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Filipe Toledo,6.67
87,2016,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,John John Florence,11.0
88,2016,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Michel Bourez,9.17
89,2016,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Joel Parkinson,8.83
90,2016,Billabong Pipe Masters,Round 4,Heat 3 ,Josh Kerr,9.24
91,2016,Billabong Pipe Masters,Round 4,Heat 3 ,Ryan Callinan,2.77
92,2016,Billabong Pipe Masters,Round 4,Heat 3 ,Nat Young,1.57
93,2016,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kanoa Igarashi,12.0
94,2016,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Jordy Smith,11.34
95,2016,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kelly Slater,2.24
96,2016,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,Jeremy Flores,15.17
97,2016,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,Joel Parkinson,4.53
98,2016,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Michel Bourez,16.8
99,2016,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Filipe Toledo,15.5
100,2016,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Kelly Slater,14.34
101,2016,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Ryan Callinan,10.17
102,2016,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Jordy Smith,18.1
103,2016,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Nat Young,16.17
104,2016,Billabong Pipe Masters,Quarterfinal,Heat 1 Watch replay,Kolohe Andino,14.87
105,2016,Billabong Pipe Masters,Quarterfinal,Heat 1 Watch replay,Jeremy Flores,12.67
106,2016,Billabong Pipe Masters,Quarterfinal,Heat 2 Watch replay,Michel Bourez,17.2
107,2016,Billabong Pipe Masters,Quarterfinal,Heat 2 Watch replay,John John Florence,14.0
108,2016,Billabong Pipe Masters,Quarterfinal,Heat 3 Watch replay,Kelly Slater,11.5
109,2016,Billabong Pipe Masters,Quarterfinal,Heat 3 Watch replay,Josh Kerr,10.239999999999998
110,2016,Billabong Pipe Masters,Quarterfinal,Heat 4 Watch replay,Kanoa Igarashi,12.83
111,2016,Billabong Pipe Masters,Quarterfinal,Heat 4 Watch replay,Jordy Smith,15.74
112,2016,Billabong Pipe Masters,Semifinal,Heat 1 Watch replay,Michel Bourez,15.370000000000001
113,2016,Billabong Pipe Masters,Semifinal,Heat 1 Watch replay,Kolohe Andino,13.93
114,2016,Billabong Pipe Masters,Semifinal,Heat 2 Watch replay,Kanoa Igarashi,15.5
115,2016,Billabong Pipe Masters,Semifinal,Heat 2 Watch replay,Kelly Slater,15.0
116,2016,Billabong Pipe Masters,Final,Heat 1 Watch replay,Michel Bourez,7.529999999999999
117,2016,Billabong Pipe Masters,Final,Heat 1 Watch replay,Kanoa Igarashi,6.17
0,2017,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Gabriel Medina,12.66
1,2017,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Dusty Payne,1.9
2,2017,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Ethan Ewing,6.6
3,2017,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Owen Wright,10.77
4,2017,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Julian Wilson,6.5600000000000005
5,2017,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Benji Brand,6.87
6,2017,Billabong Pipe Masters,Round 2,Heat 4 ,Matt Wilkinson,0.0
7,2017,Billabong Pipe Masters,Round 2,Heat 4 ,Stuart Kennedy,0.0
8,2017,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Adriano de Souza,11.93
9,2017,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Jadson Andre,8.33
10,2017,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Kolohe Andino,6.74
11,2017,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Jack Freestone,10.26
12,2017,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Ian Gouveia,10.5
13,2017,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Filipe Toledo,11.3
14,2017,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Leonardo Fioravanti,6.5
15,2017,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Sebastian Zietz,10.0
16,2017,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Joel Parkinson,6.1
17,2017,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Wiggolly Dantas,5.13
18,2017,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Mick Fanning,5.4
19,2017,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Bede Durbidge,8.870000000000001
20,2017,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Kanoa Igarashi,11.17
21,2017,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Frederico Morais,6.0
22,2017,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Michel Bourez,11.34
23,2017,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Joan Duru,6.54
24,2017,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Jeremy Flores,7.57
25,2017,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Jadson Andre,6.33
26,2017,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Matt Wilkinson,4.67
27,2017,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Josh Kerr,10.94
28,2017,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Kanoa Igarashi,6.1
29,2017,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Owen Wright,3.37
30,2017,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Conner Coffin,5.16
31,2017,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Julian Wilson,7.16
32,2017,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Stuart Kennedy,1.5
33,2017,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Jordy Smith,8.97
34,2017,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Bede Durbidge,11.43
35,2017,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Ethan Ewing,3.0
36,2017,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Miguel Pupo,6.23
37,2017,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Benji Brand,12.64
38,2017,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Gabriel Medina,5.76
39,2017,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,John John Florence,11.1
40,2017,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Dusty Payne,6.83
41,2017,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Wiggolly Dantas,5.63
42,2017,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Caio Ibelli,10.43
43,2017,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Adriano de Souza,11.27
44,2017,Billabong Pipe Masters,Round 1,Heat 7 Watch replay,Jack Freestone,7.04
45,2017,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Kelly Slater,9.629999999999999
46,2017,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Joan Duru,11.9
47,2017,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Kolohe Andino,7.6
48,2017,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Ezekiel Lau,6.24
49,2017,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Filipe Toledo,2.0
50,2017,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Michel Bourez,2.0
51,2017,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Adrian Buchan,5.66
52,2017,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Sebastian Zietz,10.6
53,2017,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Ian Gouveia,8.43
54,2017,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Connor O'Leary,8.940000000000001
55,2017,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Joel Parkinson,11.129999999999999
56,2017,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Leonardo Fioravanti,8.44
57,2017,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Italo Ferreira,10.47
58,2017,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Mick Fanning,10.8
59,2017,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Frederico Morais,9.27
60,2017,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Julian Wilson,8.0
61,2017,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Ezekiel Lau,8.34
62,2017,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Conner Coffin,7.960000000000001
63,2017,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Mick Fanning,12.6
64,2017,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Ian Gouveia,4.13
65,2017,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Matt Wilkinson,6.83
66,2017,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Joel Parkinson,4.17
67,2017,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Miguel Pupo,5.47
68,2017,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Caio Ibelli,6.4
69,2017,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Michel Bourez,6.569999999999999
70,2017,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,John John Florence,8.7
71,2017,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,Ethan Ewing,10.8
72,2017,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Jeremy Flores,3.7
73,2017,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Adrian Buchan,2.26
74,2017,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Gabriel Medina,6.0
75,2017,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Josh Kerr,9.83
76,2017,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Italo Ferreira,10.26
77,2017,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Kolohe Andino,4.17
78,2017,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Leonardo Fioravanti,12.93
79,2017,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Adriano de Souza,6.13
80,2017,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Kanoa Igarashi,7.9399999999999995
81,2017,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Connor O'Leary,9.73
82,2017,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Kelly Slater,7.84
83,2017,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Jordy Smith,7.87
84,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Ian Gouveia,10.73
85,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Conner Coffin,1.23
86,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Julian Wilson,0.43
87,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,John John Florence,5.6
88,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Caio Ibelli,6.47
89,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Joel Parkinson,4.53
90,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Jeremy Flores,7.9
91,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Gabriel Medina,3.9699999999999998
92,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Italo Ferreira,7.57
93,2017,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kanoa Igarashi,5.27
