,year,event,round,heat,date
0,2008,Billabong Pipeline Masters,Round 1,Heat 1,Ended 
1,2008,Billabong Pipeline Masters,Round 1,Heat 2,Ended 
2,2008,Billabong Pipeline Masters,Round 1,Heat 3,Ended 
3,2008,Billabong Pipeline Masters,Round 1,Heat 4,Ended 
4,2008,Billabong Pipeline Masters,Round 1,Heat 5,Ended 
5,2008,Billabong Pipeline Masters,Round 1,Heat 6,Ended 
6,2008,Billabong Pipeline Masters,Round 1,Heat 7,Ended 
7,2008,Billabong Pipeline Masters,Round 1,Heat 8,Ended 
8,2008,Billabong Pipeline Masters,Round 1,Heat 9,Ended 
9,2008,Billabong Pipeline Masters,Round 1,Heat 10,Ended 
10,2008,Billabong Pipeline Masters,Round 1,Heat 11,Ended 
11,2008,Billabong Pipeline Masters,Round 1,Heat 12,Ended 
12,2008,Billabong Pipeline Masters,Round 1,Heat 13,Ended 
13,2008,Billabong Pipeline Masters,Round 1,Heat 14,Ended 
14,2008,Billabong Pipeline Masters,Round 1,Heat 15,Ended 
15,2008,Billabong Pipeline Masters,Round 1,Heat 16,Ended 
16,2008,Billabong Pipeline Masters,Round 2,Heat 1,Ended 
17,2008,Billabong Pipeline Masters,Round 2,Heat 2,Ended 
18,2008,Billabong Pipeline Masters,Round 2,Heat 3,Ended 
19,2008,Billabong Pipeline Masters,Round 2,Heat 4,Ended 
20,2008,Billabong Pipeline Masters,Round 2,Heat 5,Ended 
21,2008,Billabong Pipeline Masters,Round 2,Heat 6,Ended 
22,2008,Billabong Pipeline Masters,Round 2,Heat 7,Ended 
23,2008,Billabong Pipeline Masters,Round 2,Heat 8,Ended 
24,2008,Billabong Pipeline Masters,Round 2,Heat 9,Ended 
25,2008,Billabong Pipeline Masters,Round 2,Heat 10,Ended 
26,2008,Billabong Pipeline Masters,Round 2,Heat 11,Ended 
27,2008,Billabong Pipeline Masters,Round 2,Heat 12,Ended 
28,2008,Billabong Pipeline Masters,Round 2,Heat 13,Ended 
29,2008,Billabong Pipeline Masters,Round 2,Heat 14,Ended 
30,2008,Billabong Pipeline Masters,Round 2,Heat 15,Ended 
31,2008,Billabong Pipeline Masters,Round 2,Heat 16,Ended 
32,2008,Billabong Pipeline Masters,Round 3,Heat 1,Ended 
33,2008,Billabong Pipeline Masters,Round 3,Heat 2,Ended 
34,2008,Billabong Pipeline Masters,Round 3,Heat 3,Ended 
35,2008,Billabong Pipeline Masters,Round 3,Heat 4,Ended 
36,2008,Billabong Pipeline Masters,Round 3,Heat 5,Ended 
37,2008,Billabong Pipeline Masters,Round 3,Heat 6,Ended 
38,2008,Billabong Pipeline Masters,Round 3,Heat 7,Ended 
39,2008,Billabong Pipeline Masters,Round 3,Heat 8,Ended 
40,2008,Billabong Pipeline Masters,Round 3,Heat 9,Ended 
41,2008,Billabong Pipeline Masters,Round 3,Heat 10,Ended 
42,2008,Billabong Pipeline Masters,Round 3,Heat 11,Ended 
43,2008,Billabong Pipeline Masters,Round 3,Heat 12,Ended 
44,2008,Billabong Pipeline Masters,Round 3,Heat 13,Ended 
45,2008,Billabong Pipeline Masters,Round 3,Heat 14,Ended 
46,2008,Billabong Pipeline Masters,Round 3,Heat 15,Ended 
47,2008,Billabong Pipeline Masters,Round 3,Heat 16,Ended 
48,2008,Billabong Pipeline Masters,Round 4,Heat 1,Ended 
49,2008,Billabong Pipeline Masters,Round 4,Heat 2,Ended 
50,2008,Billabong Pipeline Masters,Round 4,Heat 3,Ended 
51,2008,Billabong Pipeline Masters,Round 4,Heat 4,Ended 
52,2008,Billabong Pipeline Masters,Round 4,Heat 5,Ended 
53,2008,Billabong Pipeline Masters,Round 4,Heat 6,Ended 
54,2008,Billabong Pipeline Masters,Round 4,Heat 7,Ended 
55,2008,Billabong Pipeline Masters,Round 4,Heat 8,Ended 
56,2008,Billabong Pipeline Masters,Quarterfinal,Heat 1,Ended 
57,2008,Billabong Pipeline Masters,Quarterfinal,Heat 2,Ended 
58,2008,Billabong Pipeline Masters,Quarterfinal,Heat 3,Ended 
59,2008,Billabong Pipeline Masters,Quarterfinal,Heat 4,Ended 
60,2008,Billabong Pipeline Masters,Semifinal,Heat 1,Ended 
61,2008,Billabong Pipeline Masters,Semifinal,Heat 2,Ended 
62,2008,Billabong Pipeline Masters,Final,Heat 1,Ended 
0,2009,Billabong Pipeline Masters,Round 1,Heat 1,Ended 
1,2009,Billabong Pipeline Masters,Round 1,Heat 2,Ended 
2,2009,Billabong Pipeline Masters,Round 1,Heat 3,Ended 
3,2009,Billabong Pipeline Masters,Round 1,Heat 4,Ended 
4,2009,Billabong Pipeline Masters,Round 1,Heat 5,Ended 
5,2009,Billabong Pipeline Masters,Round 1,Heat 6,Ended 
6,2009,Billabong Pipeline Masters,Round 1,Heat 7,Ended 
7,2009,Billabong Pipeline Masters,Round 1,Heat 8,Ended 
8,2009,Billabong Pipeline Masters,Round 1,Heat 9,Ended 
9,2009,Billabong Pipeline Masters,Round 1,Heat 10,Ended 
10,2009,Billabong Pipeline Masters,Round 1,Heat 11,Ended 
11,2009,Billabong Pipeline Masters,Round 1,Heat 12,Ended 
12,2009,Billabong Pipeline Masters,Round 1,Heat 13,Ended 
13,2009,Billabong Pipeline Masters,Round 1,Heat 14,Ended 
14,2009,Billabong Pipeline Masters,Round 1,Heat 15,Ended 
15,2009,Billabong Pipeline Masters,Round 1,Heat 16,Ended 
16,2009,Billabong Pipeline Masters,Round 2,Heat 1,Ended 
17,2009,Billabong Pipeline Masters,Round 2,Heat 2,Ended 
18,2009,Billabong Pipeline Masters,Round 2,Heat 3,Ended 
19,2009,Billabong Pipeline Masters,Round 2,Heat 4,Ended 
20,2009,Billabong Pipeline Masters,Round 2,Heat 5,Ended 
21,2009,Billabong Pipeline Masters,Round 2,Heat 6,Ended 
22,2009,Billabong Pipeline Masters,Round 2,Heat 7,Ended 
23,2009,Billabong Pipeline Masters,Round 2,Heat 8,Ended 
24,2009,Billabong Pipeline Masters,Round 2,Heat 9,Ended 
25,2009,Billabong Pipeline Masters,Round 2,Heat 10,Ended 
26,2009,Billabong Pipeline Masters,Round 2,Heat 11,Ended 
27,2009,Billabong Pipeline Masters,Round 2,Heat 12,Ended 
28,2009,Billabong Pipeline Masters,Round 2,Heat 13,Ended 
29,2009,Billabong Pipeline Masters,Round 2,Heat 14,Ended 
30,2009,Billabong Pipeline Masters,Round 2,Heat 15,Ended 
31,2009,Billabong Pipeline Masters,Round 2,Heat 16,Ended 
32,2009,Billabong Pipeline Masters,Round 3,Heat 1,Ended 
33,2009,Billabong Pipeline Masters,Round 3,Heat 2,Ended 
34,2009,Billabong Pipeline Masters,Round 3,Heat 3,Ended 
35,2009,Billabong Pipeline Masters,Round 3,Heat 4,Ended 
36,2009,Billabong Pipeline Masters,Round 3,Heat 5,Ended 
37,2009,Billabong Pipeline Masters,Round 3,Heat 6,Ended 
38,2009,Billabong Pipeline Masters,Round 3,Heat 7,Ended 
39,2009,Billabong Pipeline Masters,Round 3,Heat 8,Ended 
40,2009,Billabong Pipeline Masters,Round 3,Heat 9,Ended 
41,2009,Billabong Pipeline Masters,Round 3,Heat 10,Ended 
42,2009,Billabong Pipeline Masters,Round 3,Heat 11,Ended 
43,2009,Billabong Pipeline Masters,Round 3,Heat 12,Ended 
44,2009,Billabong Pipeline Masters,Round 3,Heat 13,Ended 
45,2009,Billabong Pipeline Masters,Round 3,Heat 14,Ended 
46,2009,Billabong Pipeline Masters,Round 3,Heat 15,Ended 
47,2009,Billabong Pipeline Masters,Round 3,Heat 16,Ended 
48,2009,Billabong Pipeline Masters,Round 4,Heat 1,Ended 
49,2009,Billabong Pipeline Masters,Round 4,Heat 2,Ended 
50,2009,Billabong Pipeline Masters,Round 4,Heat 3,Ended 
51,2009,Billabong Pipeline Masters,Round 4,Heat 4,Ended 
52,2009,Billabong Pipeline Masters,Round 4,Heat 5,Ended 
53,2009,Billabong Pipeline Masters,Round 4,Heat 6,Ended 
54,2009,Billabong Pipeline Masters,Round 4,Heat 7,Ended 
55,2009,Billabong Pipeline Masters,Round 4,Heat 8,Ended 
56,2009,Billabong Pipeline Masters,Quarterfinal,Heat 1,Ended 
57,2009,Billabong Pipeline Masters,Quarterfinal,Heat 2,Ended 
58,2009,Billabong Pipeline Masters,Quarterfinal,Heat 3,Ended 
59,2009,Billabong Pipeline Masters,Quarterfinal,Heat 4,Ended 
60,2009,Billabong Pipeline Masters,Semifinal,Heat 1,Ended 
61,2009,Billabong Pipeline Masters,Semifinal,Heat 2,Ended 
62,2009,Billabong Pipeline Masters,Final,Heat 1,Ended 
0,2010,Billabong Pipe Masters,Round 1,Heat 1,Ended 
1,2010,Billabong Pipe Masters,Round 1,Heat 2,Ended 
2,2010,Billabong Pipe Masters,Round 1,Heat 3,Ended 
3,2010,Billabong Pipe Masters,Round 1,Heat 4,Ended 
4,2010,Billabong Pipe Masters,Round 1,Heat 5,Ended 
5,2010,Billabong Pipe Masters,Round 1,Heat 6,Ended 
6,2010,Billabong Pipe Masters,Round 1,Heat 7,Ended 
7,2010,Billabong Pipe Masters,Round 1,Heat 8,Ended 
8,2010,Billabong Pipe Masters,Round 1,Heat 9,Ended 
9,2010,Billabong Pipe Masters,Round 1,Heat 10,Ended 
10,2010,Billabong Pipe Masters,Round 1,Heat 11,Ended 
11,2010,Billabong Pipe Masters,Round 1,Heat 12,Ended 
12,2010,Billabong Pipe Masters,Round 2,Heat 1,Ended 
13,2010,Billabong Pipe Masters,Round 2,Heat 2,Ended 
14,2010,Billabong Pipe Masters,Round 2,Heat 3,Ended 
15,2010,Billabong Pipe Masters,Round 2,Heat 4,Ended 
16,2010,Billabong Pipe Masters,Round 2,Heat 5,Ended 
17,2010,Billabong Pipe Masters,Round 2,Heat 6,Ended 
18,2010,Billabong Pipe Masters,Round 2,Heat 7,Ended 
19,2010,Billabong Pipe Masters,Round 2,Heat 8,Ended 
20,2010,Billabong Pipe Masters,Round 2,Heat 9,Ended 
21,2010,Billabong Pipe Masters,Round 2,Heat 10,Ended 
22,2010,Billabong Pipe Masters,Round 2,Heat 11,Ended 
23,2010,Billabong Pipe Masters,Round 2,Heat 12,Ended 
24,2010,Billabong Pipe Masters,Round 3,Heat 1,Ended 
25,2010,Billabong Pipe Masters,Round 3,Heat 2,Ended 
26,2010,Billabong Pipe Masters,Round 3,Heat 3,Ended 
27,2010,Billabong Pipe Masters,Round 3,Heat 4,Ended 
28,2010,Billabong Pipe Masters,Round 3,Heat 5,Ended 
29,2010,Billabong Pipe Masters,Round 3,Heat 6,Ended 
30,2010,Billabong Pipe Masters,Round 3,Heat 7,Ended 
31,2010,Billabong Pipe Masters,Round 3,Heat 8,Ended 
32,2010,Billabong Pipe Masters,Round 3,Heat 9,Ended 
33,2010,Billabong Pipe Masters,Round 3,Heat 10,Ended 
34,2010,Billabong Pipe Masters,Round 3,Heat 11,Ended 
35,2010,Billabong Pipe Masters,Round 3,Heat 12,Ended 
36,2010,Billabong Pipe Masters,Round 4,Heat 1,Ended 
37,2010,Billabong Pipe Masters,Round 4,Heat 2,Ended 
38,2010,Billabong Pipe Masters,Round 4,Heat 3,Ended 
39,2010,Billabong Pipe Masters,Round 4,Heat 4,Ended 
40,2010,Billabong Pipe Masters,Round 5,Heat 1,Ended 
41,2010,Billabong Pipe Masters,Round 5,Heat 2,Ended 
42,2010,Billabong Pipe Masters,Round 5,Heat 3,Ended 
43,2010,Billabong Pipe Masters,Round 5,Heat 4,Ended 
44,2010,Billabong Pipe Masters,Quarterfinal,Heat 1,Ended 
45,2010,Billabong Pipe Masters,Quarterfinal,Heat 2,Ended 
46,2010,Billabong Pipe Masters,Quarterfinal,Heat 3,Ended 
47,2010,Billabong Pipe Masters,Quarterfinal,Heat 4,Ended 
48,2010,Billabong Pipe Masters,Semifinal,Heat 1,Ended 
49,2010,Billabong Pipe Masters,Semifinal,Heat 2,Ended 
50,2010,Billabong Pipe Masters,Final,Heat 1,Ended 
0,2011,Billabong Pipe Masters,Round 1,Heat 1,Ended 
1,2011,Billabong Pipe Masters,Round 1,Heat 2,Ended 
2,2011,Billabong Pipe Masters,Round 1,Heat 3,Ended 
3,2011,Billabong Pipe Masters,Round 1,Heat 4,Ended 
4,2011,Billabong Pipe Masters,Round 1,Heat 5,Ended 
5,2011,Billabong Pipe Masters,Round 1,Heat 6,Ended 
6,2011,Billabong Pipe Masters,Round 1,Heat 7,Ended 
7,2011,Billabong Pipe Masters,Round 1,Heat 8,Ended 
8,2011,Billabong Pipe Masters,Round 1,Heat 9,Ended 
9,2011,Billabong Pipe Masters,Round 1,Heat 10,Ended 
10,2011,Billabong Pipe Masters,Round 1,Heat 11,Ended 
11,2011,Billabong Pipe Masters,Round 1,Heat 12,Ended 
12,2011,Billabong Pipe Masters,Round 2,Heat 1,Ended 
13,2011,Billabong Pipe Masters,Round 2,Heat 2,Ended 
14,2011,Billabong Pipe Masters,Round 2,Heat 3,Ended 
15,2011,Billabong Pipe Masters,Round 2,Heat 4,Ended 
16,2011,Billabong Pipe Masters,Round 2,Heat 5,Ended 
17,2011,Billabong Pipe Masters,Round 2,Heat 6,Ended 
18,2011,Billabong Pipe Masters,Round 2,Heat 7,Ended 
19,2011,Billabong Pipe Masters,Round 2,Heat 8,Ended 
20,2011,Billabong Pipe Masters,Round 2,Heat 9,Ended 
21,2011,Billabong Pipe Masters,Round 2,Heat 10,Ended 
22,2011,Billabong Pipe Masters,Round 2,Heat 11,Ended 
23,2011,Billabong Pipe Masters,Round 2,Heat 12,Ended 
24,2011,Billabong Pipe Masters,Round 3,Heat 1,Ended 
25,2011,Billabong Pipe Masters,Round 3,Heat 2,Ended 
26,2011,Billabong Pipe Masters,Round 3,Heat 3,Ended 
27,2011,Billabong Pipe Masters,Round 3,Heat 4,Ended 
28,2011,Billabong Pipe Masters,Round 3,Heat 5,Ended 
29,2011,Billabong Pipe Masters,Round 3,Heat 6,Ended 
30,2011,Billabong Pipe Masters,Round 3,Heat 7,Ended 
31,2011,Billabong Pipe Masters,Round 3,Heat 8,Ended 
32,2011,Billabong Pipe Masters,Round 3,Heat 9,Ended 
33,2011,Billabong Pipe Masters,Round 3,Heat 10,Ended 
34,2011,Billabong Pipe Masters,Round 3,Heat 11,Ended 
35,2011,Billabong Pipe Masters,Round 3,Heat 12,Ended 
36,2011,Billabong Pipe Masters,Round 4,Heat 1,Ended 
37,2011,Billabong Pipe Masters,Round 4,Heat 2,Ended 
38,2011,Billabong Pipe Masters,Round 4,Heat 3,Ended 
39,2011,Billabong Pipe Masters,Round 4,Heat 4,Ended 
40,2011,Billabong Pipe Masters,Round 5,Heat 1,Ended 
41,2011,Billabong Pipe Masters,Round 5,Heat 2,Ended 
42,2011,Billabong Pipe Masters,Round 5,Heat 3,Ended 
43,2011,Billabong Pipe Masters,Round 5,Heat 4,Ended 
44,2011,Billabong Pipe Masters,Quarterfinal,Heat 1,Ended 
45,2011,Billabong Pipe Masters,Quarterfinal,Heat 2,Ended 
46,2011,Billabong Pipe Masters,Quarterfinal,Heat 3,Ended 
47,2011,Billabong Pipe Masters,Quarterfinal,Heat 4,Ended 
48,2011,Billabong Pipe Masters,Semifinal,Heat 1,Ended 
49,2011,Billabong Pipe Masters,Semifinal,Heat 2,Ended 
50,2011,Billabong Pipe Masters,Final,Heat 1,Ended 
0,2012,Billabong Pipe Masters,Round 1,Heat 1,Ended 
1,2012,Billabong Pipe Masters,Round 1,Heat 2,Ended 
2,2012,Billabong Pipe Masters,Round 1,Heat 3,Ended 
3,2012,Billabong Pipe Masters,Round 1,Heat 4,Ended 
4,2012,Billabong Pipe Masters,Round 1,Heat 5,Ended 
5,2012,Billabong Pipe Masters,Round 1,Heat 6,Ended 
6,2012,Billabong Pipe Masters,Round 1,Heat 7,Ended 
7,2012,Billabong Pipe Masters,Round 1,Heat 8,Ended 
8,2012,Billabong Pipe Masters,Round 1,Heat 9,Ended 
9,2012,Billabong Pipe Masters,Round 1,Heat 10,Ended 
10,2012,Billabong Pipe Masters,Round 1,Heat 11,Ended 
11,2012,Billabong Pipe Masters,Round 1,Heat 12,Ended 
12,2012,Billabong Pipe Masters,Round 2,Heat 1,Ended 
13,2012,Billabong Pipe Masters,Round 2,Heat 2,Ended 
14,2012,Billabong Pipe Masters,Round 2,Heat 3,Ended 
15,2012,Billabong Pipe Masters,Round 2,Heat 4,Ended 
16,2012,Billabong Pipe Masters,Round 2,Heat 5,Ended 
17,2012,Billabong Pipe Masters,Round 2,Heat 6,Ended 
18,2012,Billabong Pipe Masters,Round 2,Heat 7,Ended 
19,2012,Billabong Pipe Masters,Round 2,Heat 8,Ended 
20,2012,Billabong Pipe Masters,Round 2,Heat 9,Ended 
21,2012,Billabong Pipe Masters,Round 2,Heat 10,Ended 
22,2012,Billabong Pipe Masters,Round 2,Heat 11,Ended 
23,2012,Billabong Pipe Masters,Round 2,Heat 12,Ended 
24,2012,Billabong Pipe Masters,Round 3,Heat 1,Ended 
25,2012,Billabong Pipe Masters,Round 3,Heat 2,Ended 
26,2012,Billabong Pipe Masters,Round 3,Heat 3,Ended 
27,2012,Billabong Pipe Masters,Round 3,Heat 4,Ended 
28,2012,Billabong Pipe Masters,Round 3,Heat 5,Ended 
29,2012,Billabong Pipe Masters,Round 3,Heat 6,Ended 
30,2012,Billabong Pipe Masters,Round 3,Heat 7,Ended 
31,2012,Billabong Pipe Masters,Round 3,Heat 8,Ended 
32,2012,Billabong Pipe Masters,Round 3,Heat 9,Ended 
33,2012,Billabong Pipe Masters,Round 3,Heat 10,Ended 
34,2012,Billabong Pipe Masters,Round 3,Heat 11,Ended 
35,2012,Billabong Pipe Masters,Round 3,Heat 12,Ended 
36,2012,Billabong Pipe Masters,Round 4,Heat 1,Ended 
37,2012,Billabong Pipe Masters,Round 4,Heat 2,Ended 
38,2012,Billabong Pipe Masters,Round 4,Heat 3,Ended 
39,2012,Billabong Pipe Masters,Round 4,Heat 4,Ended 
40,2012,Billabong Pipe Masters,Round 5,Heat 1,Ended 
41,2012,Billabong Pipe Masters,Round 5,Heat 2,Ended 
42,2012,Billabong Pipe Masters,Round 5,Heat 3,Ended 
43,2012,Billabong Pipe Masters,Round 5,Heat 4,Ended 
44,2012,Billabong Pipe Masters,Quarterfinal,Heat 1,Ended 
45,2012,Billabong Pipe Masters,Quarterfinal,Heat 2,Ended 
46,2012,Billabong Pipe Masters,Quarterfinal,Heat 3,Ended 
47,2012,Billabong Pipe Masters,Quarterfinal,Heat 4,Ended 
48,2012,Billabong Pipe Masters,Semifinal,Heat 1,Ended 
49,2012,Billabong Pipe Masters,Semifinal,Heat 2,Ended 
50,2012,Billabong Pipe Masters,Final,Heat 1,Ended 
0,2013,Billabong Pipe Masters,Round 1,Heat 1,Ended 
1,2013,Billabong Pipe Masters,Round 1,Heat 2,Ended 
2,2013,Billabong Pipe Masters,Round 1,Heat 3,Ended 
3,2013,Billabong Pipe Masters,Round 1,Heat 4,Ended 
4,2013,Billabong Pipe Masters,Round 1,Heat 5,Ended 
5,2013,Billabong Pipe Masters,Round 1,Heat 6,Ended 
6,2013,Billabong Pipe Masters,Round 1,Heat 7,Ended 
7,2013,Billabong Pipe Masters,Round 1,Heat 8,Ended 
8,2013,Billabong Pipe Masters,Round 1,Heat 9,Ended 
9,2013,Billabong Pipe Masters,Round 1,Heat 10,Ended 
10,2013,Billabong Pipe Masters,Round 1,Heat 11,Ended 
11,2013,Billabong Pipe Masters,Round 1,Heat 12,Ended 
12,2013,Billabong Pipe Masters,Round 2,Heat 1,Ended 
13,2013,Billabong Pipe Masters,Round 2,Heat 2,Ended 
14,2013,Billabong Pipe Masters,Round 2,Heat 3,Ended 
15,2013,Billabong Pipe Masters,Round 2,Heat 4,Ended 
16,2013,Billabong Pipe Masters,Round 2,Heat 5,Ended 
17,2013,Billabong Pipe Masters,Round 2,Heat 6,Ended 
18,2013,Billabong Pipe Masters,Round 2,Heat 7,Ended 
19,2013,Billabong Pipe Masters,Round 2,Heat 8,Ended 
20,2013,Billabong Pipe Masters,Round 2,Heat 9,Ended 
21,2013,Billabong Pipe Masters,Round 2,Heat 10,Ended 
22,2013,Billabong Pipe Masters,Round 2,Heat 11,Ended 
23,2013,Billabong Pipe Masters,Round 2,Heat 12,Ended 
24,2013,Billabong Pipe Masters,Round 3,Heat 1,Ended 
25,2013,Billabong Pipe Masters,Round 3,Heat 2,Ended 
26,2013,Billabong Pipe Masters,Round 3,Heat 3,Ended 
27,2013,Billabong Pipe Masters,Round 3,Heat 4,Ended 
28,2013,Billabong Pipe Masters,Round 3,Heat 5,Ended 
29,2013,Billabong Pipe Masters,Round 3,Heat 6,Ended 
30,2013,Billabong Pipe Masters,Round 3,Heat 7,Ended 
31,2013,Billabong Pipe Masters,Round 3,Heat 8,Ended 
32,2013,Billabong Pipe Masters,Round 3,Heat 9,Ended 
33,2013,Billabong Pipe Masters,Round 3,Heat 10,Ended 
34,2013,Billabong Pipe Masters,Round 3,Heat 11,Ended 
35,2013,Billabong Pipe Masters,Round 3,Heat 12,Ended 
36,2013,Billabong Pipe Masters,Round 4,Heat 1,Ended 
37,2013,Billabong Pipe Masters,Round 4,Heat 2,Ended 
38,2013,Billabong Pipe Masters,Round 4,Heat 3,Ended 
39,2013,Billabong Pipe Masters,Round 4,Heat 4,Ended 
40,2013,Billabong Pipe Masters,Round 5,Heat 1,Ended 
41,2013,Billabong Pipe Masters,Round 5,Heat 2,Ended 
42,2013,Billabong Pipe Masters,Round 5,Heat 3,Ended 
43,2013,Billabong Pipe Masters,Round 5,Heat 4,Ended 
44,2013,Billabong Pipe Masters,Quarterfinal,Heat 1,Ended 
45,2013,Billabong Pipe Masters,Quarterfinal,Heat 2,Ended 
46,2013,Billabong Pipe Masters,Quarterfinal,Heat 3,Ended 
47,2013,Billabong Pipe Masters,Quarterfinal,Heat 4,Ended 
48,2013,Billabong Pipe Masters,Semifinal,Heat 1,Ended 
49,2013,Billabong Pipe Masters,Semifinal,Heat 2,Ended 
50,2013,Billabong Pipe Masters,Final,Heat 1,Ended 
0,2014,Billabong Pipe Masters,Round 1,Heat 1,"Ended December 12, 2014"
1,2014,Billabong Pipe Masters,Round 1,Heat 2,"Ended December 12, 2014"
2,2014,Billabong Pipe Masters,Round 1,Heat 3,"Ended December 12, 2014"
3,2014,Billabong Pipe Masters,Round 1,Heat 4,"Ended December 12, 2014"
4,2014,Billabong Pipe Masters,Round 1,Heat 5,"Ended December 12, 2014"
5,2014,Billabong Pipe Masters,Round 1,Heat 6,"Ended December 12, 2014"
6,2014,Billabong Pipe Masters,Round 1,Heat 7,"Ended December 12, 2014"
7,2014,Billabong Pipe Masters,Round 1,Heat 8,"Ended December 12, 2014"
8,2014,Billabong Pipe Masters,Round 1,Heat 9,"Ended December 12, 2014"
9,2014,Billabong Pipe Masters,Round 1,Heat 10,"Ended December 12, 2014"
10,2014,Billabong Pipe Masters,Round 1,Heat 11,"Ended December 12, 2014"
11,2014,Billabong Pipe Masters,Round 1,Heat 12,"Ended December 12, 2014"
12,2014,Billabong Pipe Masters,Round 2,Heat 1,"Ended December 13, 2014"
13,2014,Billabong Pipe Masters,Round 2,Heat 2,"Ended December 13, 2014"
14,2014,Billabong Pipe Masters,Round 2,Heat 3,"Ended December 13, 2014"
15,2014,Billabong Pipe Masters,Round 2,Heat 4,"Ended December 13, 2014"
